,words,scores,casa_produttrice,category,decade
82,kill,0.9740980792377372,1990,disney,disney
83,laugh,0.9704352743972204,1990,disney,disney
84,round,0.9636904524000232,1990,disney,disney
85,father,0.9528799176800172,1990,disney,disney
86,huh,0.9466569902544224,1990,disney,disney
87,explain,0.9294762153855588,1990,disney,disney
88,dress,0.9263161916705768,1990,disney,disney
89,handle,0.9233640117526928,1990,disney,disney
90,easy,0.8994660222359574,1990,disney,disney
91,tea,0.8902936847640868,1990,disney,disney
92,queen,0.8884006268265282,1990,disney,disney
93,kinda,0.8837425522329025,1990,disney,disney
94,gold,0.8812568471032716,1990,disney,disney
95,wake,0.8808261210407119,1990,disney,disney
96,em,0.8759161321500614,1990,disney,disney
0,birthday,3.2200010785005766,1990,disney,disney
1,master,3.1846249914222584,1990,disney,disney
2,magic,2.9410261609432364,1990,disney,disney
3,daughter,2.8680580263341557,1990,disney,disney
4,note,2.8271531512298966,1990,disney,disney
5,gee,2.6671856759137462,1990,disney,disney
6,nature,2.6426706183516684,1990,disney,disney
7,hat,2.515865892827623,1990,disney,disney
8,form,2.5048666673323803,1990,disney,disney
9,animal,2.4979652556229666,1990,disney,disney
10,city,2.4855966441255193,1990,disney,disney
11,ideas,2.479949742566361,1990,disney,disney
12,music,2.433265647386523,1990,disney,disney
13,stars,2.4175114574253693,1990,disney,disney
14,animals,2.4070306828001957,1990,disney,disney
15,lies,2.3934387716164296,1990,disney,disney
16,duty,2.350083880354408,1990,disney,disney
17,tells,2.320831468773536,1990,disney,disney
18,dressed,2.3129685088616325,1990,disney,disney
19,fella,2.283349159359044,1990,disney,disney
20,ya,2.254769952621848,1990,disney,disney
21,starts,2.251693066775025,1990,disney,disney
22,sake,2.2434888130906487,1990,disney,disney
23,lying,2.2406523568964696,1990,disney,disney
24,seconds,2.2125170689652687,1990,disney,disney
25,paper,2.2115870807258413,1990,disney,disney
26,uh,2.2052686412088485,1990,disney,disney
27,50,2.185499845829756,1990,disney,disney
28,simply,2.146911570124028,1990,disney,disney
29,dad,2.110912003000673,1990,disney,disney
30,trick,2.110713829939589,1990,disney,disney
31,lots,2.1016356622573364,1990,disney,disney
32,aw,2.0503347303020902,1990,disney,disney
33,listening,2.0495425600192427,1990,disney,disney
34,30,1.9892741844867756,1990,disney,disney
35,completely,1.9882522990886533,1990,disney,disney
36,congratulations,1.9732870072395856,1990,disney,disney
37,mr,1.9682346934104504,1990,disney,disney
38,taught,1.931695336983892,1990,disney,disney
39,number,1.8956969260658765,1990,disney,disney
40,offer,1.8786780438294268,1990,disney,disney
41,party,1.857683138521108,1990,disney,disney
42,blue,1.8262472212277443,1990,disney,disney
43,gotta,1.812933746522312,1990,disney,disney
44,yep,1.81074374750312,1990,disney,disney
45,gentlemen,1.7449076045195997,1990,disney,disney
46,baby,1.733893493859238,1990,disney,disney
47,guy,1.7263784930005512,1990,disney,disney
48,mom,1.6852411451288498,1990,disney,disney
49,picture,1.672616776722962,1990,disney,disney
50,single,1.671069387801209,1990,disney,disney
51,act,1.6686544080339831,1990,disney,disney
52,guys,1.659512468026211,1990,disney,disney
53,pass,1.6570379718303665,1990,disney,disney
54,whoa,1.6361883973417888,1990,disney,disney
55,amazing,1.6230085791877622,1990,disney,disney
56,fell,1.6031363496479016,1990,disney,disney
57,death,1.602639657610157,1990,disney,disney
58,hi,1.5725017158084218,1990,disney,disney
59,captain,1.5058810205808737,1990,disney,disney
60,couple,1.4732786122332502,1990,disney,disney
61,boys,1.4421243207651218,1990,disney,disney
62,playing,1.4352088715715017,1990,disney,disney
63,wonderful,1.4319814526515988,1990,disney,disney
64,simple,1.4304717427727178,1990,disney,disney
65,sir,1.4130999460665892,1990,disney,disney
66,ladies,1.3821991314858324,1990,disney,disney
67,kidding,1.3656031140215967,1990,disney,disney
68,short,1.3552290017242954,1990,disney,disney
69,story,1.3221740275316882,1990,disney,disney
70,king,1.3093583455359956,1990,disney,disney
71,surprise,1.2981388230305169,1990,disney,disney
72,piece,1.2896097613880448,1990,disney,disney
73,stick,1.287728251190562,1990,disney,disney
74,meant,1.248498578488725,1990,disney,disney
75,sort,1.2064330783290045,1990,disney,disney
76,changed,1.196140707089005,1990,disney,disney
77,car,1.1412722965181692,1990,disney,disney
78,ride,1.1353376625275675,1990,disney,disney
79,wanna,1.1152723940532216,1990,disney,disney
80,ooh,1.1085220411411796,1990,disney,disney
81,line,1.1066693573567443,1990,disney,disney
82,dog,1.1056247011768563,1990,disney,disney
83,question,1.089030956442822,1990,disney,disney
84,hmm,1.0788269948576714,1990,disney,disney
85,ship,1.078302497634587,1990,disney,disney
86,god,1.0739962667926335,1990,disney,disney
87,answer,1.0576306313196018,1990,disney,disney
88,actually,1.0461963336767512,1990,disney,disney
89,kid,1.0423582977712218,1990,disney,disney
90,father,1.0417096978128404,1990,disney,disney
91,huh,1.0354867703872457,1990,disney,disney
92,everybody,1.0151465787553973,1990,disney,disney
93,la,1.0106440331744628,1990,disney,disney
94,ain,0.981381701821235,1990,disney,disney
95,queen,0.9772304069593514,1990,disney,disney
96,em,0.9647459122828844,1990,disney,disney
97,ah,0.9608832092713616,1990,disney,disney
0,god,9.154658853089426,1990,disney,disney
1,whoa,6.067260633989003,1990,disney,disney
2,hell,5.702363208237821,1990,disney,disney
3,doin,4.542961945120072,1990,disney,disney
4,goin,4.353182984810628,1990,disney,disney
5,outta,4.028114865329503,1990,disney,disney
6,butt,3.9330116098681778,1990,disney,disney
7,mom,2.9360033668033383,1990,disney,disney
8,em,2.9083206983322727,1990,disney,disney
9,gettin,2.798922178487617,1990,disney,disney
10,dad,2.6723029970795302,1990,disney,disney
11,ya,2.5810029291621808,1990,disney,disney
12,comin,2.566107224077636,1990,disney,disney
13,aah,2.5002181670392254,1990,disney,disney
14,shoot,2.4136193596944584,1990,disney,disney
15,somebody,2.3324714791252568,1990,disney,disney
16,ow,2.288476415302263,1990,disney,disney
17,hi,2.280069737812159,1990,disney,disney
18,son,2.2413261221465124,1990,disney,disney
19,shut,2.2163982041415307,1990,disney,disney
20,drink,2.082932874832962,1990,disney,disney
21,gotta,2.023927623973908,1990,disney,disney
22,tired,2.0069053570550177,1990,disney,disney
23,dog,1.9660880560307301,1990,disney,disney
24,car,1.9412899256915463,1990,disney,disney
25,wanna,1.9213061890669605,1990,disney,disney
26,guys,1.8414128689588696,1990,disney,disney
27,state,1.7580022966097364,1990,disney,disney
28,kid,1.7538009113160309,1990,disney,disney
29,mmhmm,1.7434212775571147,1990,disney,disney
30,men,1.7154296227738546,1990,disney,disney
31,lookin,1.7037896811702469,1990,disney,disney
32,mr,1.6903710456054375,1990,disney,disney
33,ohh,1.681147698708958,1990,disney,disney
34,hmm,1.5278031003785273,1990,disney,disney
35,guy,1.517215758245834,1990,disney,disney
36,king,1.5130194259787677,1990,disney,disney
37,house,1.5085773113512857,1990,disney,disney
38,gentlemen,1.4976343028504129,1990,disney,disney
39,father,1.4940109062681508,1990,disney,disney
40,captain,1.4779149457984506,1990,disney,disney
41,school,1.4461090391432296,1990,disney,disney
42,shh,1.444514038832896,1990,disney,disney
43,mother,1.43658027931854,1990,disney,disney
44,ain,1.4220724827464084,1990,disney,disney
45,ooh,1.4107293981294045,1990,disney,disney
46,number,1.3813571536420164,1990,disney,disney
47,ah,1.3799900994844625,1990,disney,disney
48,dr,1.3706055683626095,1990,disney,disney
49,kids,1.3486114710693669,1990,disney,disney
50,whoo,1.345193944332356,1990,disney,disney
51,money,1.3228690626133552,1990,disney,disney
52,kiss,1.3054810428931607,1990,disney,disney
53,shot,1.2872833446186267,1990,disney,disney
54,park,1.2837715905876117,1990,disney,disney
55,eat,1.258361619047281,1990,disney,disney
56,sir,1.2394975738622378,1990,disney,disney
57,kill,1.2356754982373364,1990,disney,disney
58,nothin,1.2126006915690473,1990,disney,disney
59,lord,1.1752641041247336,1990,disney,disney
60,bag,1.1542873857455611,1990,disney,disney
61,wow,1.1427869898149148,1990,disney,disney
62,miss,1.1139117611638936,1990,disney,disney
63,fellas,1.09820897160159,1990,disney,disney
64,honey,1.0941252481298267,1990,disney,disney
65,cat,1.0924157325639796,1990,disney,disney
66,doctor,1.0763884551664429,1990,disney,disney
67,cause,1.0417537462034343,1990,disney,disney
68,ship,1.0265879512304041,1990,disney,disney
69,uncle,1.0227929278275905,1990,disney,disney
70,hate,1.0118885415076309,1990,disney,disney
71,queen,1.011088607499438,1990,disney,disney
72,ha,1.0026585687016458,1990,disney,disney
73,brother,0.9913509308638928,1990,disney,disney
74,la,0.9589294867702798,1990,disney,disney
75,boys,0.9581726100910218,1990,disney,disney
76,truck,0.9458496537006844,1990,disney,disney
77,excuse,0.9310826455858005,1990,disney,disney
78,ho,0.9248021593894822,1990,disney,disney
79,buddy,0.908755190066192,1990,disney,disney
80,couple,0.9057306873480502,1990,disney,disney
81,yo,0.8786312790020958,1990,disney,disney
82,food,0.8770011900995776,1990,disney,disney
83,daddy,0.8709402181536009,1990,disney,disney
84,gold,0.8256734076031207,1990,disney,disney
85,baby,0.8249016218796525,1990,disney,disney
86,tomorrow,0.8153330466501969,1990,disney,disney
87,tv,0.8062413497575425,1990,disney,disney
88,town,0.8060306393050856,1990,disney,disney
89,mrs,0.7968734580318813,1990,disney,disney
90,late,0.7889162075461799,1990,disney,disney
91,human,0.7876478559760193,1990,disney,disney
92,children,0.7806041593212332,1990,disney,disney
93,piece,0.7762195843131632,1990,disney,disney
94,horse,0.7746237151452531,1990,disney,disney
0,dig,2.8617608712529083,1990,dreamworks,dreamworks
1,rescue,2.6879277384333293,1990,dreamworks,dreamworks
2,bear,2.5612328550887584,1990,dreamworks,dreamworks
3,horrible,2.5390053218613766,1990,dreamworks,dreamworks
4,weak,2.5146126965438675,1990,dreamworks,dreamworks
5,god,2.464115186988626,1990,dreamworks,dreamworks
6,dance,2.429679842592901,1990,dreamworks,dreamworks
7,precious,2.4141330903631677,1990,dreamworks,dreamworks
8,city,2.4006141120975006,1990,dreamworks,dreamworks
9,field,2.3770868017275935,1990,dreamworks,dreamworks
10,ball,2.305963448504003,1990,dreamworks,dreamworks
11,ruin,2.2788421255135587,1990,dreamworks,dreamworks
12,strength,2.2266593549089277,1990,dreamworks,dreamworks
13,lift,2.2245797022554727,1990,dreamworks,dreamworks
14,weight,2.1523327775426497,1990,dreamworks,dreamworks
15,uh,2.1262946261303504,1990,dreamworks,dreamworks
16,married,2.111318579389037,1990,dreamworks,dreamworks
17,girls,2.1101195493132496,1990,dreamworks,dreamworks
18,blood,2.083708129329608,1990,dreamworks,dreamworks
19,cares,2.0684419124699707,1990,dreamworks,dreamworks
20,someday,2.0479916213057168,1990,dreamworks,dreamworks
21,remind,2.0419453977626665,1990,dreamworks,dreamworks
22,dad,2.031937987922175,1990,dreamworks,dreamworks
23,size,2.026295310192542,1990,dreamworks,dreamworks
24,laugh,2.020716484389073,1990,dreamworks,dreamworks
25,build,2.0140943420856003,1990,dreamworks,dreamworks
26,admit,2.012384755348262,1990,dreamworks,dreamworks
27,shame,2.0043742309720614,1990,dreamworks,dreamworks
28,excellent,2.0015862622466964,1990,dreamworks,dreamworks
29,sun,1.9790903632685484,1990,dreamworks,dreamworks
30,wall,1.9207141103998115,1990,dreamworks,dreamworks
31,named,1.8927829579718776,1990,dreamworks,dreamworks
32,fear,1.886033873224571,1990,dreamworks,dreamworks
33,figured,1.880060931047208,1990,dreamworks,dreamworks
34,owe,1.8402253435915208,1990,dreamworks,dreamworks
35,beginning,1.8243326637783728,1990,dreamworks,dreamworks
36,honor,1.8207989612864093,1990,dreamworks,dreamworks
37,brother,1.8206202581677768,1990,dreamworks,dreamworks
38,offer,1.7925752689777856,1990,dreamworks,dreamworks
39,fresh,1.7683491393391075,1990,dreamworks,dreamworks
40,land,1.762534358132772,1990,dreamworks,dreamworks
41,white,1.7478332836029875,1990,dreamworks,dreamworks
42,pardon,1.7448825863460442,1990,dreamworks,dreamworks
43,history,1.7261473521693826,1990,dreamworks,dreamworks
44,father,1.7172146124502667,1990,dreamworks,dreamworks
45,born,1.6907616646589214,1990,dreamworks,dreamworks
46,faster,1.6555178156674886,1990,dreamworks,dreamworks
47,places,1.6232407422015465,1990,dreamworks,dreamworks
48,food,1.615793855449029,1990,dreamworks,dreamworks
49,mom,1.6062885558547602,1990,dreamworks,dreamworks
50,share,1.6024640596420023,1990,dreamworks,dreamworks
51,guys,1.5805384529477131,1990,dreamworks,dreamworks
52,pass,1.5723594738457891,1990,dreamworks,dreamworks
53,whoa,1.557214382263291,1990,dreamworks,dreamworks
54,death,1.5183758090727886,1990,dreamworks,dreamworks
55,kill,1.5132039637083945,1990,dreamworks,dreamworks
56,future,1.498376193926725,1990,dreamworks,dreamworks
57,earth,1.487303847583714,1990,dreamworks,dreamworks
58,dream,1.4550800619285846,1990,dreamworks,dreamworks
59,ground,1.4374418020736872,1990,dreamworks,dreamworks
60,killed,1.4352727108233583,1990,dreamworks,dreamworks
61,captain,1.4269070055023754,1990,dreamworks,dreamworks
62,fight,1.4268319774600562,1990,dreamworks,dreamworks
63,jump,1.4167241615299422,1990,dreamworks,dreamworks
64,mr,1.4154296563868405,1990,dreamworks,dreamworks
65,saved,1.3911355437808632,1990,dreamworks,dreamworks
66,sent,1.381869413486326,1990,dreamworks,dreamworks
67,case,1.3766623114480647,1990,dreamworks,dreamworks
68,present,1.3707802967371303,1990,dreamworks,dreamworks
69,explain,1.355217403167407,1990,dreamworks,dreamworks
70,dear,1.3476309206582555,1990,dreamworks,dreamworks
71,sir,1.3327321278154527,1990,dreamworks,dreamworks
72,king,1.3079100473410474,1990,dreamworks,dreamworks
73,ladies,1.2985628230626076,1990,dreamworks,dreamworks
74,queen,1.267578620543958,1990,dreamworks,dreamworks
75,son,1.2402558499596084,1990,dreamworks,dreamworks
76,strong,1.2205268128485371,1990,dreamworks,dreamworks
77,family,1.1998440545850604,1990,dreamworks,dreamworks
78,mother,1.176822059533083,1990,dreamworks,dreamworks
79,meant,1.1640414768047664,1990,dreamworks,dreamworks
80,gotta,1.1514757599724752,1990,dreamworks,dreamworks
81,water,1.1273894495988457,1990,dreamworks,dreamworks
82,send,1.1012589424478751,1990,dreamworks,dreamworks
83,car,1.0622982814396709,1990,dreamworks,dreamworks
84,ya,1.0556861678722382,1990,dreamworks,dreamworks
85,worse,1.0547673250389376,1990,dreamworks,dreamworks
86,wanna,1.0362983789747235,1990,dreamworks,dreamworks
87,girl,1.0354767994919158,1990,dreamworks,dreamworks
88,moving,1.032521423097144,1990,dreamworks,dreamworks
89,ooh,1.0295480260626817,1990,dreamworks,dreamworks
90,dog,1.0266506860983584,1990,dreamworks,dreamworks
91,truth,1.0249757339695391,1990,dreamworks,dreamworks
92,worth,1.0191145828915265,1990,dreamworks,dreamworks
93,goodbye,1.018735210183298,1990,dreamworks,dreamworks
94,hmm,0.9998529797791732,1990,dreamworks,dreamworks
95,ship,0.9993284825560887,1990,dreamworks,dreamworks
96,dead,0.9850981396794924,1990,dreamworks,dreamworks
97,papa,0.9824671373559304,1990,dreamworks,dreamworks
0,grown,6.500448910087607,1990,ghibli,ghibli
1,lots,5.213745854445481,1990,ghibli,ghibli
2,idiot,4.460903393847109,1990,ghibli,ghibli
3,summer,3.610485602248634,1990,ghibli,ghibli
4,paper,3.3022989134042167,1990,ghibli,ghibli
5,visit,3.0897914741503056,1990,ghibli,ghibli
6,suddenly,3.055136719831056,1990,ghibli,ghibli
7,stupid,2.5863060070403034,1990,ghibli,ghibli
8,hate,2.5354024195008105,1990,ghibli,ghibli
9,trees,2.44049079057915,1990,ghibli,ghibli
10,girls,2.4350079067549952,1990,ghibli,ghibli
11,sun,2.3924223946976535,1990,ghibli,ghibli
12,dad,2.371801577146649,1990,ghibli,ghibli
13,pay,2.324946725149325,1990,ghibli,ghibli
14,silly,2.2623183591659406,1990,ghibli,ghibli
15,bet,2.2568058219652407,1990,ghibli,ghibli
16,walk,2.204379995065025,1990,ghibli,ghibli
17,train,2.1925438072016314,1990,ghibli,ghibli
18,uh,2.1561006937326797,1990,ghibli,ghibli
19,mother,2.137943163039613,1990,ghibli,ghibli
20,daughter,2.049287460316281,1990,ghibli,ghibli
21,red,1.9587123483853357,1990,ghibli,ghibli
22,strange,1.9489334300756307,1990,ghibli,ghibli
23,calling,1.8785392711768876,1990,ghibli,ghibli
24,spirit,1.8780025108130147,1990,ghibli,ghibli
25,later,1.8528966484366165,1990,ghibli,ghibli
26,pass,1.7809504498401798,1990,ghibli,ghibli
27,girl,1.7617926134403177,1990,ghibli,ghibli
28,mom,1.688814353189561,1990,ghibli,ghibli
29,guys,1.6103445205500426,1990,ghibli,ghibli
30,whoa,1.5870204498656206,1990,ghibli,ghibli
31,money,1.5646042744812894,1990,ghibli,ghibli
32,mr,1.5183373464753198,1990,ghibli,ghibli
33,angry,1.4649670621563482,1990,ghibli,ghibli
34,fighting,1.4639386060104331,1990,ghibli,ghibli
35,captain,1.4567130731047053,1990,ghibli,ghibli
36,school,1.4559838517086419,1990,ghibli,ghibli
37,wow,1.4357116633076656,1990,ghibli,ghibli
38,father,1.3738345224915856,1990,ghibli,ghibli
39,shall,1.32838670186164,1990,ghibli,ghibli
40,morning,1.324715702345708,1990,ghibli,ghibli
41,talking,1.317791528203395,1990,ghibli,ghibli
42,ship,1.2894855651584751,1990,ghibli,ghibli
43,years,1.2762540690549615,1990,ghibli,ghibli
44,king,1.2601903980598277,1990,ghibli,ghibli
45,went,1.2209764300277368,1990,ghibli,ghibli
46,tomorrow,1.2080470369900655,1990,ghibli,ghibli
47,gotta,1.181281827574805,1990,ghibli,ghibli
48,cover,1.1719555423659342,1990,ghibli,ghibli
49,waste,1.1663723074828054,1990,ghibli,ghibli
50,days,1.1360188911885345,1990,ghibli,ghibli
51,kids,1.1201541606466388,1990,ghibli,ghibli
52,store,1.108004337905026,1990,ghibli,ghibli
53,car,1.0921043490420008,1990,ghibli,ghibli
54,ya,1.0854922354745682,1990,ghibli,ghibli
55,start,1.0793658187020163,1990,ghibli,ghibli
56,wanna,1.0661044465770533,1990,ghibli,ghibli
57,ooh,1.0593540936650112,1990,ghibli,ghibli
58,boys,1.058569095611949,1990,ghibli,ghibli
59,dog,1.0564567537006884,1990,ghibli,ghibli
60,poor,1.046218854230356,1990,ghibli,ghibli
61,sister,1.0441111425282068,1990,ghibli,ghibli
62,half,1.0431328290993374,1990,ghibli,ghibli
63,hmm,1.0296590473815033,1990,ghibli,ghibli
64,hard,1.0269687680361776,1990,ghibli,ghibli
65,god,1.0248283193164651,1990,ghibli,ghibli
66,huh,1.0234617396178924,1990,ghibli,ghibli
67,sir,1.0153530603289205,1990,ghibli,ghibli
68,child,1.0132686957730144,1990,ghibli,ghibli
69,decided,1.0008263743004142,1990,ghibli,ghibli
70,kid,0.9931903502950536,1990,ghibli,ghibli
71,la,0.9614760856982946,1990,ghibli,ghibli
72,em,0.945893426868142,1990,ghibli,ghibli
73,today,0.937152908536984,1990,ghibli,ghibli
74,ain,0.9322137543450668,1990,ghibli,ghibli
75,queen,0.9280624594831832,1990,ghibli,ghibli
76,bunch,0.925162746287594,1990,ghibli,ghibli
77,late,0.9160117196946204,1990,ghibli,ghibli
78,ah,0.9117152617951932,1990,ghibli,ghibli
79,city,0.9116238604808642,1990,ghibli,ghibli
80,flowers,0.9087539766296098,1990,ghibli,ghibli
81,wasn,0.9026289897371602,1990,ghibli,ghibli
82,um,0.9020997230570816,1990,ghibli,ghibli
83,known,0.9007496393411838,1990,ghibli,ghibli
84,pretty,0.8820725854610582,1990,ghibli,ghibli
85,aah,0.8777379945630225,1990,ghibli,ghibli
86,took,0.8758671855758774,1990,ghibli,ghibli
87,guy,0.8718510159596337,1990,ghibli,ghibli
88,land,0.8680184859584151,1990,ghibli,ghibli
89,ha,0.8612681331579973,1990,ghibli,ghibli
90,lost,0.8483945973518254,1990,ghibli,ghibli
91,soon,0.8426530473301522,1990,ghibli,ghibli
92,gold,0.8361290970870668,1990,ghibli,ghibli
93,water,0.8292487536122113,1990,ghibli,ghibli
94,uncle,0.8277494035524401,1990,ghibli,ghibli
95,war,0.8151014050583005,1990,ghibli,ghibli
96,house,0.8070857392862769,1990,ghibli,ghibli
97,kept,0.8066548715742272,1990,ghibli,ghibli
0,grown,6.292797170979277,1990,universal,universal
1,sky,4.55331817889617,1990,universal,universal
2,kids,3.6526528158391622,1990,universal,universal
3,dangerous,3.471895418407937,1990,universal,universal
4,ones,3.2451745319903,1990,universal,universal
5,worried,3.2168119269006312,1990,universal,universal
6,scared,3.1984504684748165,1990,universal,universal
7,mad,3.133444094421644,1990,universal,universal
8,wonderful,3.038736432531103,1990,universal,universal
9,dad,2.7960598290936565,1990,universal,universal
10,scary,2.7539062002979477,1990,universal,universal
11,bye,2.7227922411624945,1990,universal,universal
12,neck,2.572485644566376,1990,universal,universal
13,hole,2.5320269861706386,1990,universal,universal
14,hate,2.4934761152471534,1990,universal,universal
15,dear,2.386835767823851,1990,universal,universal
16,la,2.368324973852891,1990,universal,universal
17,fault,2.2832996284369402,1990,universal,universal
18,rock,2.267401200219212,1990,universal,universal
19,bet,2.219803513741761,1990,universal,universal
20,family,2.195060101449797,1990,universal,universal
21,huh,2.005773883890668,1990,universal,universal
22,tree,1.9707278657460976,1990,universal,universal
23,ooh,1.9491183115141069,1990,universal,universal
24,green,1.934679674604452,1990,universal,universal
25,follow,1.888703798114686,1990,universal,universal
26,fun,1.8557055043529092,1990,universal,universal
27,later,1.829145006750867,1990,universal,universal
28,lose,1.824363555936104,1990,universal,universal
29,guys,1.8238641592671447,1990,universal,universal
30,um,1.8044970597672672,1990,universal,universal
31,play,1.793192836481885,1990,universal,universal
32,whoa,1.7606123556257995,1990,universal,universal
33,sea,1.7218921259057556,1990,universal,universal
34,trouble,1.7123089472647055,1990,universal,universal
35,mom,1.6768887083401915,1990,universal,universal
36,bunch,1.6311157040163462,1990,universal,universal
37,friends,1.625460307425458,1990,universal,universal
38,blame,1.6214874115778946,1990,universal,universal
39,ago,1.6189397142015034,1990,universal,universal
40,parents,1.5966414463632104,1990,universal,universal
41,mountain,1.589245939413504,1990,universal,universal
42,children,1.5567146399230627,1990,universal,universal
43,hurry,1.5494134592428208,1990,universal,universal
44,eat,1.5318866377481095,1990,universal,universal
45,share,1.5270097369929552,1990,universal,universal
46,yep,1.4978135431731985,1990,universal,universal
47,captain,1.4975285837922152,1990,universal,universal
48,mr,1.4860512346766799,1990,universal,universal
49,strange,1.4022702195871952,1990,universal,universal
50,mama,1.3880471570192752,1990,universal,universal
51,daughter,1.3578215508731422,1990,universal,universal
52,king,1.3010059087473371,1990,universal,universal
53,years,1.287270483299772,1990,universal,universal
54,cute,1.2641014938498272,1990,universal,universal
55,gotta,1.2577425251855003,1990,universal,universal
56,grow,1.2442171752281854,1990,universal,universal
57,father,1.1883900278319035,1990,universal,universal
58,em,1.1735273678760232,1990,universal,universal
59,gee,1.1687081016829877,1990,universal,universal
60,food,1.1559081653432166,1990,universal,universal
61,guess,1.136727469630037,1990,universal,universal
62,car,1.132919859729511,1990,universal,universal
63,ha,1.1295138412201808,1990,universal,universal
64,flowers,1.1204894154836045,1990,universal,universal
65,earth,1.1185145662268396,1990,universal,universal
66,dinner,1.1148067057986286,1990,universal,universal
67,wanna,1.1069199572645634,1990,universal,universal
68,dog,1.0972722643881982,1990,universal,universal
69,ate,1.0969204840813531,1990,universal,universal
70,hmm,1.076934446053886,1990,universal,universal
71,ship,1.0699500608459287,1990,universal,universal
72,god,1.0656438300039752,1990,universal,universal
73,sir,1.0561685710164304,1990,universal,universal
74,kid,1.0340058609825635,1990,universal,universal
75,scare,1.0269193461440909,1990,universal,universal
76,ah,1.0045683705484718,1990,universal,universal
77,eyes,0.9951382915365212,1990,universal,universal
78,ain,0.9730292650325768,1990,universal,universal
79,queen,0.9688779701706932,1990,universal,universal
80,hungry,0.9452335181918368,1990,universal,universal
81,tired,0.9353145335141572,1990,universal,universal
82,delicious,0.9275429925450228,1990,universal,universal
83,aah,0.9185535052505324,1990,universal,universal
84,guy,0.9126665266471436,1990,universal,universal
85,daddy,0.8930056504022552,1990,universal,universal
86,far,0.8854500758532602,1990,universal,universal
87,animals,0.8834356367969325,1990,universal,universal
88,dumb,0.8804257539049034,1990,universal,universal
89,uncle,0.8685649142399501,1990,universal,universal
90,soon,0.8510851964808408,1990,universal,universal
91,hi,0.8403168400741137,1990,universal,universal
92,uhoh,0.8083147954922206,1990,universal,universal
93,baby,0.8060381146552779,1990,universal,universal
94,dark,0.8043310743768993,1990,universal,universal
0,brilliant,4.103440854127169,2000,aardman,aardman
1,fantastic,4.077122266238783,2000,aardman,aardman
2,gotcha,3.904005540585876,2000,aardman,aardman
3,lesson,3.889504930186872,2000,aardman,aardman
4,team,3.7438699882829733,2000,aardman,aardman
5,escape,3.7412088113058286,2000,aardman,aardman
6,problems,3.7232441897741455,2000,aardman,aardman
7,size,3.438056668379715,2000,aardman,aardman
8,heaven,3.2953544012951483,2000,aardman,aardman
9,okay,3.2316692685780057,2000,aardman,aardman
10,idiot,2.8126197702227205,2000,aardman,aardman
11,lovely,2.7367547197756643,2000,aardman,aardman
12,smell,2.6153425151366965,2000,aardman,aardman
13,promised,2.614917804272164,2000,aardman,aardman
14,money,2.4091446800271283,2000,aardman,aardman
15,goodness,2.387621531199493,2000,aardman,aardman
16,food,2.3689504756664665,2000,aardman,aardman
17,tight,2.2642042967301523,2000,aardman,aardman
18,fool,2.222891190063645,2000,aardman,aardman
19,mr,2.206322080369893,2000,aardman,aardman
20,uh,2.185032742670291,2000,aardman,aardman
21,shall,2.1697972382888664,2000,aardman,aardman
22,piece,2.152107334813005,2000,aardman,aardman
23,woman,2.139112678676858,2000,aardman,aardman
24,dad,2.090676104462116,2000,aardman,aardman
25,ones,2.0854189556453124,2000,aardman,aardman
26,imagine,2.045011265047294,2000,aardman,aardman
27,lady,1.9415611851293872,2000,aardman,aardman
28,bye,1.9081036396659619,2000,aardman,aardman
29,minutes,1.8778445071022372,2000,aardman,aardman
30,mom,1.6650052465902925,2000,aardman,aardman
31,guys,1.6392765694876537,2000,aardman,aardman
32,whoa,1.6159524988032312,2000,aardman,aardman
33,quick,1.5906960159215184,2000,aardman,aardman
34,pay,1.499108613874211,2000,aardman,aardman
35,captain,1.4865921920766016,2000,aardman,aardman
36,tea,1.456715092602782,2000,aardman,aardman
37,deal,1.4402980791323694,2000,aardman,aardman
38,monster,1.3896158982100073,2000,aardman,aardman
39,dog,1.389528026273449,2000,aardman,aardman
40,working,1.3762470257967176,2000,aardman,aardman
41,quite,1.374061913791054,2000,aardman,aardman
42,girl,1.3674032954582802,2000,aardman,aardman
43,shut,1.3464192684259266,2000,aardman,aardman
44,king,1.2891224469974378,2000,aardman,aardman
45,mrs,1.2659241210514294,2000,aardman,aardman
46,job,1.2637560439884623,2000,aardman,aardman
47,gotta,1.210213876512416,2000,aardman,aardman
48,fish,1.1827516543626058,2000,aardman,aardman
49,machine,1.17702642099729,2000,aardman,aardman
50,ya,1.1729901418785522,2000,aardman,aardman
51,saying,1.1384238515002318,2000,aardman,aardman
52,hang,1.1346645423057928,2000,aardman,aardman
53,cheese,1.1297984321576011,2000,aardman,aardman
54,car,1.1210363979796116,2000,aardman,aardman
55,wanna,1.0950364955146643,2000,aardman,aardman
56,bird,1.0906695110766669,2000,aardman,aardman
57,ooh,1.0882861426026222,2000,aardman,aardman
58,dance,1.079631693724416,2000,aardman,aardman
59,ain,1.0763168858793195,2000,aardman,aardman
60,hmm,1.058591096319114,2000,aardman,aardman
61,ship,1.0580665990960294,2000,aardman,aardman
62,queen,1.0576198378809978,2000,aardman,aardman
63,god,1.0537603682540762,2000,aardman,aardman
64,bit,1.0537096201289784,2000,aardman,aardman
65,sir,1.0442851092665313,2000,aardman,aardman
