Title,House,Decade,Year,Category,Movie_len,Avg_WordLen_Movie,Avg_PhrLen_Movie,Avg_WordLen_Phrase,Num_Adjectives,Num_Adverbs
Puss in Boots 3D,Dreamworks,2010,2011,Animation,0.2171052631578947,0.11273486430062629,0.39217758985200857,0.1703703703703704,0.25574425574425574,0.25426136363636365
Rise of the Guardians,Dreamworks,2010,2012,Animation,0.2947368421052631,0.10647181628392477,0.33932346723044404,0.16888888888888898,0.3256743256743257,0.33735795454545453
The Boss Baby,Dreamworks,2010,2017,Animation,0.3842105263157894,0.1169102296450939,0.3287526427061311,0.19111111111111112,0.43356643356643354,0.42542613636363635
The Croods,Dreamworks,2010,2013,Animation,0.24824561403508766,0.07515657620041749,0.32346723044397463,0.15555555555555545,0.22377622377622378,0.31107954545454547
Trolls,Dreamworks,2010,2016,Animation,0.3388157894736842,0.12943632567849683,0.37315010570824525,0.16888888888888898,0.44255744255744256,0.4630681818181818
Turbo,Dreamworks,2010,2013,Animation,0.2986842105263157,0.12734864300626303,0.3646934460887949,0.17925925925925923,0.36663336663336665,0.37997159090909094
Despicable Me 2,Illumination,2010,2013,Animation,0.3578947368421052,0.17745302713987465,0.8202959830866808,0.09925925925925927,0.7942057942057942,0.9254261363636364
Despicable Me 3,Illumination,2010,2017,Animation,0.31249999999999994,0.10020876826722336,0.26744186046511625,0.23555555555555552,0.34665334665334663,0.2890625
Despicable Me,Illumination,2010,2010,Animation,0.2234649122807017,0.1169102296450939,0.3689217758985201,0.16888888888888898,0.27172827172827174,0.2791193181818182
Hop,Illumination,2010,2011,Animation,0.40964912280701743,0.11273486430062629,0.33403805496828753,0.18814814814814818,0.5134865134865135,0.4744318181818182
Minions,Illumination,2010,2015,Animation,0.2028508771929824,0.1607515657620041,0.3054968287526427,0.26222222222222225,0.2627372627372627,0.2080965909090909
Sing,Illumination,2010,2016,Animation,0.4763157894736841,0.10647181628392477,0.37737843551797046,0.14666666666666672,0.5184815184815185,0.6036931818181819
The Grinch,Illumination,2010,2018,Animation,0.25131578947368416,0.12108559498956162,0.35729386892177595,0.19851851851851843,0.32967032967032966,0.3053977272727273
The Lorax,Illumination,2010,2012,Animation,0.26776315789473676,0.11273486430062629,0.3625792811839324,0.16296296296296298,0.29270729270729273,0.3387784090909091
The Secret Life of Pets 2,Illumination,2010,2019,Animation,0.3528508771929824,0.0835073068893527,0.28224101479915437,0.197037037037037,0.37362637362637363,0.31960227272727276
The Secret Life of Pets,Illumination,2010,2016,Animation,0.29166666666666663,0.08559498956158662,0.33932346723044404,0.16296296296296298,0.33966033966033965,0.34303977272727276
Monster Trucks,Paramount,2010,2016,Animation,0.23311403508771922,0.11064718162839238,0.3816067653276956,0.16296296296296298,0.2217782217782218,0.3359375
Sherlock Gnomes,Paramount,2010,2018,Animation,0.3423245614035087,0.14613778705636749,0.36997885835095135,0.1955555555555556,0.4245754245754246,0.4247159090909091
The SpongeBob Movie Sponge Out of Water,Paramount,2010,2015,Animation,0.28859649122807013,0.1524008350730689,0.39217758985200857,0.2148148148148148,0.34865134865134867,0.3465909090909091
Wonder Park,Paramount,2010,2019,Animation,0.29188596491228064,0.14613778705636749,0.3879492600422834,0.19407407407407407,0.35664335664335667,0.3622159090909091
Cloudy With A Chance Of Meatballs,Sony,2000,2009,Animation,0.2745614035087719,0.1586638830897703,0.37737843551797046,0.24444444444444446,0.32367632367632365,0.3046875
Open Season,Sony,2000,2006,Animation,0.3133771929824561,0.10020876826722336,0.30021141649048627,0.1718518518518518,0.3036963036963037,0.31960227272727276
Surf's Up,Sony,2000,2007,Animation,0.4024122807017543,0.08768267223382042,0.3615221987315011,0.15555555555555545,0.42657342657342656,0.5149147727272727
Angry Birds 2,Sony,2010,2019,Animation,0.40438596491228057,0.12317327766179531,0.3403805496828753,0.16148148148148145,0.4155844155844156,0.41903409090909094
Arthur Christmas,Sony,2010,2011,Animation,0.3918859649122806,0.13778705636743216,0.321353065539112,0.24296296296296305,0.4005994005994006,0.3963068181818182
Cloudy with a Chance of Meatballs 2,Sony,2010,2013,Animation,0.3410087719298245,0.1607515657620041,0.3287526427061311,0.2607407407407407,0.3546453546453546,0.3338068181818182
Goosebumps Haunted Halloween,Sony,2010,2018,Animation,0.35131578947368414,0.12108559498956162,0.3139534883720931,0.20592592592592596,0.3516483516483516,0.3771306818181818
Goosebumps,Sony,2010,2015,Animation,0.42412280701754373,0.10020876826722336,0.2949260042283298,0.1718518518518518,0.4075924075924076,0.4545454545454546
Hotel Transylvania 2,Sony,2010,2015,Animation,0.37171052631578944,0.1189979123173277,0.3192389006342495,0.19111111111111112,0.42657342657342656,0.45951704545454547
Hotel Transylvania 3 Summer Vacation,Sony,2010,2018,Animation,0.2510964912280701,0.13361169102296455,0.3689217758985201,0.1955555555555556,0.3086913086913087,0.3366477272727273
Hotel Transylvania,Sony,2010,2012,Animation,0.35065789473684206,0.12317327766179531,0.4270613107822411,0.06370370370370382,0.3916083916083916,0.44176136363636365
Peter Rabbit,Sony,2010,2018,Animation,0.41885964912280693,0.12317327766179531,0.35729386892177595,0.19111111111111112,0.5064935064935064,0.5269886363636364
Smurfs The Lost Village,Sony,2010,2017,Animation,0.38026315789473675,0.12526096033402923,0.3382663847780127,0.19851851851851843,0.4355644355644356,0.40625
SpiderMan Into the Spider-Verse,Sony,2010,2018,Animation,0.5548245614035087,0.09812108559498955,0.34460887949260044,0.12296296296296294,0.7042957042957043,0.6001420454545455
The Emoji Movie,Sony,2010,2017,Animation,0.31885964912280695,0.10855949895615868,0.3763213530655392,0.1703703703703704,0.37662337662337664,0.45667613636363635
The Pirates-Band of Misfits,Sony,2010,2012,Animation,0.25789473684210523,0.17118997912317335,0.4112050739957718,0.24,0.3886113886113886,0.37073863636363635
The Smurfs 2,Sony,2010,2013,Animation,0.18859649122807012,0.0772442588726513,0.35095137420718814,0.1392592592592593,0.2137862137862138,0.23650568181818182
The Smurfs,Sony,2010,2011,Animation,0.47324561403508764,0.13987473903966596,0.34566596194503174,0.20148148148148148,0.6243756243756243,0.5404829545454546
The Star,Sony,2010,2017,Animation,0.34320175438596484,0.10020876826722336,0.36363636363636365,0.1451851851851852,0.3876123876123876,0.41903409090909094
Castle In The Sky,StudioGhibli,1980,1986,Animation,0.4388157894736841,0.12317327766179531,0.3097251585623679,0.2088888888888889,0.44755244755244755,0.4715909090909091
Grave of the Fireflies,StudioGhibli,1980,1988,Animation,0.15109649122807015,0.1148225469728601,0.3689217758985201,0.18074074074074076,0.17182817182817184,0.24431818181818182
Kikis Delivery Service,StudioGhibli,1980,1989,Animation,0.2609649122807017,0.11273486430062629,0.40380549682875266,0.14814814814814814,0.3916083916083916,0.41761363636363635
My Neighbor Totoro,StudioGhibli,1980,1988,Animation,0.1320175438596491,0.11273486430062629,0.3054968287526427,0.16888888888888898,0.16183816183816183,0.18821022727272727
My Neighbors the Yamadas,StudioGhibli,1990,1999,Animation,0.22499999999999995,0.13778705636743216,0.3689217758985201,0.20444444444444443,0.2937062937062937,0.28764204545454547
Only Yesterday,StudioGhibli,1990,1991,Animation,0.2872807017543859,0.13569937369519824,0.40803382663847787,0.17481481481481487,0.42657342657342656,0.46732954545454547
Pom Poko,StudioGhibli,1990,1994,Animation,0.2721491228070175,0.2296450939457202,0.6723044397463003,0.19851851851851843,0.5274725274725275,0.45028409090909094
Porco Rosso,StudioGhibli,1990,1992,Animation,0.2271929824561403,0.12108559498956162,0.37209302325581395,0.16592592592592592,0.2857142857142857,0.28267045454545453
Princess Mononoke,StudioGhibli,1990,1997,Animation,0.31228070175438594,0.12108559498956162,0.4598308668076111,0.16740740740740734,0.3786213786213786,0.4943181818181818
The Ocean Waves,StudioGhibli,1990,1993,Animation,0.2098684210526315,0.13778705636743216,0.39852008456659627,0.15703703703703709,0.2727272727272727,0.2840909090909091
Whisper of the Heart,StudioGhibli,1990,1995,Animation,0.2699561403508771,0.10020876826722336,0.3477801268498943,0.17629629629629628,0.3016983016983017,0.36434659090909094
Howls Moving Castle,StudioGhibli,2000,2004,Animation,0.25328947368421045,0.12317327766179531,0.3689217758985201,0.19851851851851843,0.36563436563436563,0.36860795454545453
Ponyo,StudioGhibli,2000,2008,Animation,0.24078947368421044,0.10229645093945716,0.3192389006342495,0.1703703703703704,0.2937062937062937,0.3132102272727273
Spirited Away,StudioGhibli,2000,2001,Animation,0.26557017543859646,0.09603340292275575,0.33615221987315014,0.1777777777777778,0.3046953046953047,0.3678977272727273
Tales From Earthsea,StudioGhibli,2000,2006,Animation,0.23377192982456135,0.13361169102296455,0.36046511627906974,0.19259259259259254,0.23676323676323677,0.30894886363636365
The Cat Returns,StudioGhibli,2000,2002,Animation,0.1903508771929824,0.1148225469728601,0.3255813953488372,0.1837037037037037,0.24275724275724275,0.2571022727272727
Arrietty,StudioGhibli,2010,2010,Animation,0.23114035087719292,1.0,0.19344608879492603,1.0,0.13086913086913088,0.0
From Up on Poppy Hill,StudioGhibli,2010,2011,Animation,0.16008771929824558,0.16492693110647183,0.42283298097251587,0.2222222222222222,0.23076923076923078,0.24786931818181818
The Tale of The Princess Kaguya,StudioGhibli,2010,2013,Animation,0.3521929824561403,0.16910229645093933,0.4281183932346724,0.18222222222222229,0.5614385614385614,0.4794034090909091
The Wind Rises,StudioGhibli,2010,2013,Animation,0.2653508771929824,0.16910229645093933,0.3414376321353066,0.22074074074074068,0.38961038961038963,0.3146306818181818
When Marnie Was There,StudioGhibli,2010,2014,Animation,0.2228070175438596,0.11273486430062629,0.36680761099365755,0.18666666666666665,0.3156843156843157,0.3380681818181818
The Land Before Time II-The Great Valley Adventure,Universal,1990,1994,Animation,0.20460526315789468,0.12734864300626303,0.2684989429175476,0.20444444444444443,0.1978021978021978,0.25355113636363635
The Land Before Time III-The Time of The Great Giving,Universal,1990,1995,Animation,0.21557017543859644,0.1189979123173277,0.3350951374207189,0.197037037037037,0.2547452547452547,0.29829545454545453
The Land Before Time IV-Journey Through the Mists,Universal,1990,1996,Animation,0.2732456140350877,0.1148225469728601,0.2452431289640592,0.1896296296296296,0.27372627372627373,0.3146306818181818
The Land Before Time V-The Mysterious Island,Universal,1990,1997,Animation,0.17719298245614032,0.11064718162839238,0.34249471458773784,0.21037037037037032,0.25574425574425574,0.26278409090909094
The Land Before Time VI-The Secret of Saurus Rock,Universal,1990,1998,Animation,0.21184210526315783,0.12526096033402923,0.2970401691331924,0.2474074074074074,0.27672327672327673,0.3068181818181818
Balto II Wolf Quest,Universal,2000,2002,Animation,0.20219298245614029,0.10229645093945716,0.38583509513742076,0.15555555555555545,0.23476523476523475,0.28267045454545453
Balto III Wings of Change,Universal,2000,2004,Animation,0.03684210526315789,0.0793319415448851,0.2790697674418605,0.17333333333333334,0.04395604395604395,0.049715909090909095
Curious George 2 Follow That Monkey,Universal,2000,2009,Animation,0.17127192982456138,0.16492693110647183,0.3816067653276956,0.20740740740740737,0.2127872127872128,0.20383522727272727
The Chronicles Of Riddick-Dark Fury,Universal,2000,2004,Animation,0.057456140350877184,0.18580375782880998,0.41331923890063427,0.23703703703703705,0.0899100899100899,0.10298295454545454
The Land Before Time IX-Journey to Big Water,Universal,2000,2002,Animation,0.2098684210526315,0.12526096033402923,0.35517970401691334,0.1896296296296296,0.31368631368631367,0.35866477272727276
The Land Before Time VII-The Stone of Cold Fire,Universal,2000,2000,Animation,0.29495614035087714,0.12943632567849683,0.31818181818181823,0.20444444444444443,0.44455544455544455,0.43678977272727276
The Land Before Time VIII-The Big Freeze,Universal,2000,2001,Animation,0.21754385964912276,0.1189979123173277,0.34883720930232565,0.20740740740740737,0.3306693306693307,0.34517045454545453
The Land Before Time X-The Great Longneck Migration,Universal,2000,2003,Animation,0.24956140350877187,0.10438413361169097,0.2970401691331924,0.1585185185185185,0.2887112887112887,0.33948863636363635
The Land Before Time XI,Universal,2000,2005,Animation,0.26118421052631574,0.11064718162839238,0.34460887949260044,0.1525925925925926,0.4255744255744256,0.3700284090909091
The Land Before Time XII-The Great Day Of The Flyers,Universal,2000,2006,Animation,0.200438596491228,0.09185803757828803,0.4186046511627908,0.1140740740740741,0.26673326673326675,0.3231534090909091
The Land Before Time XIII -The Wisdom of Friends,Universal,2000,2007,Animation,0.1664473684210526,0.08977035490605423,0.3816067653276956,0.14666666666666672,0.1938061938061938,0.2578125
Van Helsing The London Assignment,Universal,2000,2004,Animation,0.05548245614035086,0.1503131524008351,0.437632135306554,0.1837037037037037,0.1108891108891109,0.09161931818181819
Curious George 3 Back to the Jungle,Universal,2010,2015,Animation,0.18004385964912278,0.13778705636743216,0.40803382663847787,0.15555555555555545,0.23476523476523475,0.23082386363636365
Curious George Royal Monkey,Universal,2010,2019,Animation,0.24999999999999994,0.12317327766179531,0.3530655391120508,0.1644444444444445,0.3276723276723277,0.2684659090909091
The Land Before Time XIV-Journey Of The Brave,Universal,2010,2016,Animation,0.2203947368421052,0.11273486430062629,0.36680761099365755,0.20740740740740737,0.23376623376623376,0.2947443181818182
The Little Engine That Could,Universal,2010,2010,Animation,0.2765350877192982,0.1169102296450939,0.3202959830866808,0.21037037037037032,0.3246753246753247,0.35795454545454547
