,Title,Year,Decade,House,Category,Flesch_Kincaid_score,flesch_score,dale_chall_score,spache_score,ari_score,coleman_liau_score,smog_score,linsear_write_score,Flesch_Kincaid_gl,flesch_gl,dale_chall_gl,spache_gl,ari_gl,coleman_liau_gl,smog_gl,linsear_write_gl,num_words,num_terms,rttr,cttr,mltd,Movie_len,Avg_WordLen_Movie,Avg_PhrLen_Movie,Avg_WordLen_Phrase,Num_Adjectives,Num_Adverbs,Short_Phrases%
104,Alice in Wonderland,1951,1950,Disney,Animation,0.3053555045358516,0.6390823760056912,0.16550010550002825,0.19852833521768265,0.4011005491291221,0.7539124021954055,0.33723678279091984,0.2061169410564298,2,5,10,5,0,1,6,3,0.3733250056779469,0.4663543441226576,0.6240919803555783,0.6240919803555787,0.365573606739572,0.2918859649122807,0.12734864300626303,0.3604651162790697,0.15703703703703709,0.42157842157842157,0.3615056818181818,0.1630418998469667
105,Lady and the Tramp,1955,1950,Disney,Animation,0.2959117854339163,0.6067802057875298,0.10786070736816833,0.15450994991024025,0.4420525655375711,0.7760736445424724,0.3350827161942682,0.16050713562290214,1,5,10,4,0,2,6,2,0.2955939132409721,0.4816865417376491,0.7401219107223308,0.7401219107223311,0.5873870642459853,0.2548245614035088,0.12526096033402923,0.3181818181818182,0.16148148148148145,0.3276723276723277,0.2947443181818182,0.35655966326892846
106,Sleeping Beauty,1959,1950,Disney,Animation,0.31743724249916483,0.5969222243296746,0.07404555848958573,0.13940486028721788,0.4792451623805888,0.8100784520610331,0.3603732122362998,0.1903139149558884,2,5,8,4,0,3,6,2,0.24903474903474904,0.3862862010221465,0.6326157220735773,0.6326157220735777,0.4284194369439152,0.20043859649122805,0.1565762004175365,0.3255813953488371,0.1955555555555556,0.2777222777222777,0.2421875,0.3320685511920572
107,Cinderella,1950,1950,Disney,Animation,0.3458301008092223,0.5123305315799107,0.08850491764345436,0.10185233493803003,0.4703618349269045,0.7963388979566903,0.42358546169662414,0.16780988747265274,2,6,8,4,0,2,7,2,0.2932659550306609,0.3999148211243612,0.5997059166757788,0.5997059166757788,0.3982321394492778,0.24166666666666664,0.14822546972860118,0.34038054968287523,0.20444444444444443,0.27972027972027974,0.28764204545454547,0.09955257270693511
108,Peter Pan,1953,1950,Disney,Animation,0.26260248640812806,0.6542917958115937,0.14322913984909302,0.1648766047204907,0.4117285416788362,0.7481113303837922,0.2367703696313699,0.13954015555225602,1,5,10,4,0,1,5,2,0.4020554167612991,0.4906303236797275,0.6343031027578614,0.6343031027578616,0.3584037817307641,0.32609649122807016,0.1148225469728601,0.339323467230444,0.18666666666666665,0.34765234765234765,0.30042613636363635,0.07166510654145403
109,Treasure Planet,2002,2000,Disney,Animation,0.7221405787372701,0.2076639110915224,0.12368737239139882,0.31474447223002805,0.792811073265342,0.9415280434181024,0.801658640531624,0.5841811671791072,6,7,10,5,6,7,9,8,1.0,1.0,0.8530433122662111,0.8530433122662111,0.6603696183553822,0.34714912280701754,0.1920668058455114,0.9999999999999999,0.10222222222222221,1.0,0.8835227272727273,0.04053169384908775
110,Dinosaur,2000,2000,Disney,Animation,0.2298511722568759,0.7031762274951796,0.046863632252769016,0.06508112582982084,0.4018338412050081,0.7345624047934232,0.2621712865090796,0.13053581337097936,1,5,8,4,0,0,6,2,0.18407903702021347,0.29642248722316866,0.5518454273927187,0.5518454273927189,0.6770214651339762,0.14342105263157895,0.09394572025052195,0.3446088794926004,0.15407407407407403,0.17282717282717283,0.19460227272727273,0.2126642771804062
111,Chicken Little,2005,2000,Disney,Animation,0.2825032414973925,0.6303422414736191,0.0864187915994159,0.09611300094494812,0.4367632274996194,0.7717324417063802,0.3026132576359907,0.15644884443804788,1,5,8,4,0,2,6,2,0.3692936634113105,0.522572402044293,0.7165603899214692,0.7165603899214694,0.3941441001032019,0.3017543859649123,0.1189979123173277,0.3298097251585623,0.18074074074074076,0.37462537462537465,0.3544034090909091,0.07323675263647979
112,Ratatouille,2007,2000,Disney,Animation,0.3234639670942837,0.5654715444388541,0.09573138419258832,0.09468876791287384,0.4494210852639681,0.7843474562609337,0.4096436292408503,0.17688469854528993,2,5,10,4,0,2,7,2,0.5358846241199183,0.649488926746167,0.7438000610336888,0.7438000610336891,0.5199517000134348,0.3787280701754386,0.13778705636743216,0.40909090909090906,0.1703703703703704,0.5274725274725275,0.46022727272727276,0.062199159612478266
113,Recess Schools Out,2001,2000,Disney,Animation,0.388752690381488,0.4865931166929514,0.1387087917620622,0.19421412001643207,0.521214386789964,0.8425051883038172,0.4627170073712635,0.22145818354117228,3,6,10,5,2,4,7,3,0.5453100158982512,0.7589437819420783,0.8792067257740412,0.8792067257740415,0.6421085358063912,0.3576754385964912,0.1607515657620041,0.43128964059196606,0.22370370370370363,0.5174825174825175,0.42684659090909094,0.055818414911965174
114,Cars,2006,2000,Disney,Animation,0.2678667191665832,0.6535940241078322,0.12320927353694976,0.14905326063296984,0.4280573247917574,0.7639209048114739,0.3109431354611081,0.15359061728922546,1,5,10,4,0,1,6,2,0.6183284124460595,0.6690800681431005,0.7088618323602934,0.7088618323602935,0.5823932157382735,0.4611842105263158,0.1148225469728601,0.38689217758985195,0.16888888888888898,0.5724275724275725,0.5134943181818182,0.08760920388827367
115,The Jungle Book 2,2003,2000,Disney,Animation,0.26942643746121475,0.6470599143833917,0.11959901513581085,0.1307461588150144,0.4231258927068727,0.7588668471200627,0.2701429316929146,0.14694472380474338,1,5,10,4,0,1,6,2,0.3065523506699977,0.3943781942078365,0.57492825264959,0.5749282526495902,0.4445197736842924,0.2543859649122807,0.11064718162839238,0.33509513742071884,0.20740740740740737,0.2547452547452547,0.30326704545454547,0.08589206349206349
116,Lilo And Stitch,2002,2000,Disney,Animation,0.3188589841647572,0.5506309625292207,0.10353489902083213,0.0975399067975654,0.4381645954861814,0.7679437438812986,0.3676838463746174,0.151245705819184,2,5,10,4,0,1,6,2,0.29337951396774925,0.4880749574105622,0.7544648793721629,0.7544648793721629,0.7263627178324643,0.22807017543859648,0.13778705636743216,0.343551797040169,0.21333333333333337,0.28471528471528473,0.2919034090909091,0.09501334457086669
117,Monsters Inc,2001,2000,Disney,Animation,0.2573527086536995,0.6723247381756225,0.16242082040063988,0.1812628841559003,0.391510257858105,0.7366842507144202,0.3110371522644524,0.15288420837488428,1,5,10,4,0,1,6,2,0.5027254144901204,0.5557921635434413,0.6442395261274615,0.6442395261274618,0.4208891989289114,0.425,0.1169102296450939,0.30443974630021137,0.25037037037037035,0.45054945054945056,0.4353693181818182,0.14210575749037288
118,Meet the Robinsons,2007,2000,Disney,Animation,0.33287177752900804,0.5689712824842479,0.103570365926125,0.12663500005158346,0.4642097066233176,0.7990794967775988,0.3912332726026501,0.19404264636075336,2,5,10,4,0,2,7,2,0.5226550079491257,0.6201022146507666,0.7153679851471217,0.7153679851471222,0.5343751537186782,0.35504385964912283,0.12526096033402923,0.41754756871035936,0.1777777777777778,0.44455544455544455,0.5078125,0.04298438704524134
119,The Emperors New Groove,2000,2000,Disney,Animation,0.2459115278985448,0.6913340266475725,0.09908911671790877,0.09815994179312293,0.4024142423031066,0.7438528474815718,0.2676106780206212,0.14732316992380615,1,5,10,4,0,1,6,2,0.4622984328866682,0.5553662691652471,0.6758296760890766,0.675829676089077,0.5682707504670927,0.3684210526315789,0.10020876826722336,0.3446088794926004,0.17481481481481487,0.4195804195804196,0.43110795454545453,0.09258362478701461
120,Finding Nemo,2003,2000,Disney,Animation,0.21124435745037734,0.7158906121381308,0.10432292729538427,0.10530950515038072,0.3699862683411052,0.6947504421726336,0.2215122230971155,0.10776465102841112,0,5,10,4,0,-1,5,1,0.5322507381330911,0.553236797274276,0.6196393451643911,0.6196393451643913,0.4562784098779834,0.48508771929824557,0.09812108559498955,0.29175475687103586,0.18814814814814818,0.44955044955044954,0.4708806818181818,0.09082509343152262
121,WALL-E,2008,2000,Disney,Animation,0.3296021596537071,0.5081355385186095,0.13181070359949876,0.1962679433006316,0.4600275188472773,0.7709321293031486,0.34112608562775826,0.12815182979786316,2,6,10,5,0,2,6,2,0.1729502611855553,0.3198466780238501,0.624361714497479,0.6243617144974793,0.3160363400901636,0.17719298245614035,0.13987473903966596,0.3033826638477801,0.2281481481481481,0.16283716283716285,0.12073863636363637,0.16360872485594088
122,Brother Bear,2003,2000,Disney,Animation,0.2644048631800744,0.6719247413576461,0.06861908949478235,0.08166794938021005,0.41167085438659706,0.7556853988713923,0.2679916168387137,0.16094559296324354,1,5,8,4,0,1,6,2,0.3411878264819441,0.4126916524701874,0.569670654849415,0.5696706548494153,0.5158798894323441,0.2642543859649123,0.10020876826722336,0.3752642706131078,0.15555555555555545,0.27672327672327673,0.3231534090909091,0.07854384997242139
123,Return to Never Land,2002,2000,Disney,Animation,0.2037957890796805,0.7594511808573627,0.12044400159413328,0.11325443221922515,0.3796281789348544,0.7225279728998961,0.2043956636781584,0.13375770923897745,0,9,10,4,0,0,5,2,0.2709516238928004,0.3718057921635435,0.5763833411248666,0.5763833411248669,0.4270516298205296,0.28421052631578947,0.06889352818371608,0.25792811839323465,0.1318518518518519,0.31368631368631367,0.24431818181818182,0.6360200645914932
124,The Wild,2006,2000,Disney,Animation,0.23807797852276635,0.6851613469329396,0.11516509902409268,0.12232275640984568,0.4129907050235371,0.7411064507926385,0.26057545107093794,0.12791380691183651,1,5,10,4,0,1,6,2,0.4291960027254145,0.5706984667802385,0.7278279211439993,0.7278279211439995,0.5740311340474634,0.3524122807017544,0.10855949895615868,0.3329809725158562,0.19111111111111112,0.4085914085914086,0.42684659090909094,0.07658706774793987
125,Atlantis-The Lost Empire,2001,2000,Disney,Animation,0.3268757849394607,0.5818360057539369,0.14874849345384197,0.1912202981013992,0.4757154128604784,0.8077605259072399,0.3997559144753445,0.19651566455527186,2,5,10,5,0,3,7,2,0.5072677719736544,0.7504258943781942,0.9038523445878816,0.903852344587882,0.6886827443405612,0.37521929824561406,0.14196242171189977,0.35940803382663844,0.2340740740740741,0.40559440559440557,0.4161931818181818,0.07216449415227871
126,Home on the Range,2004,2000,Disney,Animation,0.3275010238508066,0.6425082498838957,0.2740521444217553,0.35617821588221665,0.41438836510782384,0.7611814829941435,0.35121694462737096,0.2480035534097423,2,5,13,5,0,1,6,3,0.4841017488076312,0.66396933560477,0.8081021364730712,0.8081021364730714,0.42784072774759,0.4043859649122807,0.16492693110647183,0.3097251585623678,0.11259259259259258,0.5974025974025974,0.37215909090909094,0.8999195679650694
127,Valiant,2005,2000,Disney,Animation,0.3011333669162201,0.5855403685725693,0.08435129937236496,0.12533670284642706,0.4559978838491715,0.7819790351815559,0.3383869621808649,0.1502857709166296,2,5,8,4,0,2,6,2,0.3152963888258006,0.50809199318569,0.7585966690581719,0.7585966690581719,0.7611053913440444,0.22894736842105262,0.14196242171189977,0.3911205073995771,0.18518518518518512,0.33666333666333664,0.27698863636363635,0.024915315920606924
128,Bolt,2008,2000,Disney,Animation,0.28056410151884026,0.6421697848302172,0.09441070192718226,0.09970834726749077,0.4334310837850448,0.7717915165993189,0.3337162443198756,0.16667372250686205,1,5,10,4,0,2,6,2,0.4398137633431751,0.5340715502555367,0.6647157554140786,0.6647157554140788,0.4608288058753615,0.3300438596491228,0.11273486430062629,0.3699788583509513,0.1703703703703704,0.41358641358641357,0.3849431818181818,0.038970990695128625
129,The Incredibles,2004,2000,Disney,Animation,0.3424998153987868,0.5046960249980672,0.11408360748359725,0.13328216630237633,0.461870954057365,0.7844670449664012,0.4014407098303624,0.15282103125732638,2,6,10,4,0,2,7,2,0.4996025437201908,0.7022998296422488,0.8460214943838406,0.8460214943838407,0.6732578631326089,0.3842105263157895,0.14822546972860118,0.36257928118393234,0.21185185185185196,0.4825174825174825,0.48295454545454547,0.030677489960877585
130,Piglets Big Movie,2003,2000,Disney,Animation,0.322135559328794,0.6346099929371087,0.16494366069301902,0.19740012269072613,0.42108534937197295,0.7679360887457409,0.3556412499611812,0.23215167657324506,2,5,10,5,0,1,6,3,0.3552691346808994,0.3747870528109029,0.4954153169780989,0.4954153169780991,0.39396926603208937,0.24122807017543857,0.12526096033402923,0.43446088794925997,0.14370370370370378,0.36363636363636365,0.28267045454545453,0.16619981325863675
131,The Princess And The Frog,2009,2000,Disney,Animation,0.3564988267080378,0.5677615586837956,0.10864605259766348,0.14103421156733598,0.48707479698916,0.8167941575749554,0.36792721605440737,0.23054985696091096,2,5,10,4,0,3,6,3,0.5057915057915059,0.6328790459965928,0.7462610090583689,0.7462610090583689,0.5916648343557711,0.3385964912280702,0.12734864300626303,0.4661733615221987,0.1274074074074074,0.5514485514485514,0.49573863636363635,0.034582580482213285
132,The Tigger Movie,2000,2000,Disney,Animation,0.3882776674897025,0.5068667155442625,0.26603561152715605,0.2949925272577573,0.4649738980085905,0.8006188300765291,0.4497604467680521,0.2376039019286308,3,6,13,5,0,2,7,3,0.4117647058823529,0.4923339011925043,0.6280885330697975,0.6280885330697974,0.23842370555953804,0.3706140350877193,0.14196242171189977,0.3107822410147991,0.11259259259259258,0.5084915084915085,0.39204545454545453,1.0
133,Up,2009,2000,Disney,Animation,0.25584084487903913,0.6617274448194173,0.0995421845989577,0.10327033778515693,0.4134724094989507,0.7469046407731528,0.3238209694382877,0.14178748173570155,1,5,10,4,0,1,6,2,0.3315353168294345,0.4718909710391823,0.6775040194679421,0.6775040194679425,0.5528335364689027,0.262719298245614,0.12317327766179531,0.3488372093023256,0.19407407407407407,0.25874125874125875,0.30184659090909094,0.09213250517598343
134,A Christmas Carol,2009,2000,Disney,Animation,0.30239918885721473,0.6078497195930495,0.05611752056895425,0.08520543604731813,0.4515686051699019,0.7867185478169798,0.34148882713828005,0.17304502843613442,2,5,8,4,0,2,6,2,0.2689643424937542,0.4327086882453152,0.6903414768729355,0.6903414768729357,0.5686925368225926,0.1787280701754386,0.13778705636743216,0.42706131078224097,0.17629629629629628,0.26573426573426573,0.23295454545454547,0.05619573796369375
135,Tangled,2010,2010,Disney,Animation,0.3208708146215425,0.6073621294646063,0.04914474713255868,0.0696244789241608,0.4774965264961782,0.8101332633557745,0.36576184113163424,0.20616140540064185,2,5,8,4,0,3,6,3,0.3553826936179877,0.4659284497444634,0.641485094091635,0.6414850940916352,0.4951610898809369,0.2535087719298246,0.13569937369519824,0.41649048625792806,0.16296296296296298,0.33766233766233766,0.37144886363636365,0.13151927437641728
136,Winnie the Pooh,2011,2010,Disney,Animation,0.3511919444619094,0.5802233957828404,0.20900829878013286,0.2401246336253329,0.4348296537998889,0.7781015249495173,0.38592105367482177,0.2347385797935773,2,5,12,5,0,2,6,3,0.3570860776743129,0.4608177172061329,0.631537264547994,0.6315372645479942,0.3479217254490524,0.26228070175438595,0.13778705636743216,0.38372093023255816,0.1644444444444445,0.3996003996003996,0.34232954545454547,0.272433286430176
137,Inside Out,2015,2010,Disney,Animation,0.5437573923152996,0.39168507673341946,0.09165756719385254,0.19279789797533387,0.6452403502895774,0.8916033745788806,0.655102687261077,0.4241518219751077,4,6,10,5,4,5,8,6,0.9513967749261868,0.8313458262350937,0.7098943690931018,0.7098943690931021,0.6346666786104027,0.40921052631578947,0.1524008350730689,0.7135306553911204,0.1718518518518518,0.8291708291708292,0.9502840909090909,0.034667445710390495
138,Toy Story 4,2019,2010,Disney,Animation,0.21147808885872754,0.7233698952638471,0.133108962086804,0.13144378386817634,0.3562875810490699,0.6914154737811571,0.23581831488990945,0.11594993021775125,0,5,10,4,0,-1,5,1,0.5326481944129003,0.5140545144804088,0.5676606949039822,0.5676606949039824,0.5023541739924964,0.4881578947368421,0.08559498956158662,0.2801268498942917,0.1955555555555556,0.4485514485514486,0.4928977272727273,0.08539627710612166
139,The Good Dinosaur,2015,2010,Disney,Animation,0.1868682166406419,0.7627044397707752,0.09754876247401713,0.08396854119215391,0.3771516946631227,0.7014598892954761,0.1857814669839077,0.10695909387080517,0,9,10,4,0,-1,5,1,0.15642743583920055,0.2508517887563884,0.4974801181689382,0.4974801181689383,0.4803773546398159,0.12982456140350876,0.08977035490605423,0.3245243128964059,0.17925925925925923,0.1038961038961039,0.1455965909090909,0.09942745426616394
140,Zootopia,2016,2010,Disney,Animation,0.3358160807021865,0.5458030271922132,0.16032079018788692,0.19570016996337247,0.4424097636564959,0.7799617812048248,0.4187804464591459,0.1808465084599878,2,5,10,5,0,2,7,2,0.5880649557120146,0.7474446337308348,0.8282574559744774,0.8282574559744775,0.5652428502235554,0.4467105263157895,0.14822546972860118,0.37420718816067644,0.18814814814814818,0.6073926073926074,0.4950284090909091,0.18331206483533705
141,Ralph Breaks The Internet,2018,2010,Disney,Animation,0.29829509927311704,0.6172435385740861,0.15909266337465078,0.1819081366750297,0.4425759024694591,0.7804848580964929,0.3354273007506735,0.17410571615959256,1,5,10,4,0,2,6,2,0.7088916647740178,0.7985519591141397,0.8031445280734784,0.8031445280734788,0.6392511477767427,0.5425438596491228,0.12734864300626303,0.35835095137420714,0.20740740740740737,0.6763236763236763,0.6399147727272727,0.0881559071886685
142,Frankenweenie,2012,2010,Disney,Animation,0.2803816578442577,0.6157551288783907,0.10377237290734732,0.08863302844540423,0.4430874311463404,0.7685170407456434,0.3067166869075778,0.13991382225813406,1,5,10,4,0,1,6,2,0.19855780149897795,0.3185689948892675,0.5750561834632919,0.5750561834632921,0.4504531778945469,0.1618421052631579,0.14405010438413357,0.33720930232558133,0.22666666666666668,0.1758241758241758,0.18963068181818182,0.10919408020857295
143,Arjun The Warrior Prince,2012,2010,Disney,Animation,0.4124208634339421,0.5012782205026354,0.15398680499045234,0.2257483216938513,0.5772361541570628,0.8787916537457138,0.5140525816104025,0.2812874908752221,3,6,10,5,3,5,7,4,0.2433000227117874,0.3837308347529813,0.6361306284471575,0.6361306284471577,0.620267912383058,0.1706140350877193,0.1586638830897703,0.39217758985200846,0.24888888888888894,0.16083916083916083,0.1903409090909091,0.1432228805500695
144,Moana,2016,2010,Disney,Animation,0.34709824731120864,0.603374113993854,0.08287678984946167,0.15463169343038108,0.4898434829950871,0.8171460364906423,0.3719622506297637,0.24750324319426614,2,5,8,4,0,3,6,3,0.4088689529866,0.4620954003407155,0.5853370180508739,0.5853370180508741,0.4497049269808117,0.2982456140350877,0.10855949895615868,0.3847780126849894,0.1585185185185185,0.3086913086913087,0.3210227272727273,0.05455938697318008
145,Wreck it Ralph,2012,2010,Disney,Animation,0.27259100404138503,0.6426905473283161,0.0978181256865811,0.12134985922045395,0.4175671714484665,0.7553704143072597,0.29466189599959697,0.15027276386068586,1,5,10,4,0,1,6,2,0.5575743811037929,0.6507666098807496,0.7287057865663807,0.7287057865663813,0.5896131805495631,0.431359649122807,0.11273486430062629,0.3731501057082452,0.16888888888888898,0.46053946053946054,0.4943181818181818,0.11263127840667946
146,Finding Dory,2016,2010,Disney,Animation,0.24623748103138904,0.6533130379369987,0.11521642443487524,0.085128667150559,0.3726442045635589,0.6988493696172567,0.28887562750631524,0.11490240826197473,1,5,10,4,0,-1,6,1,0.6525096525096525,0.4825383304940375,0.4640294988293391,0.4640294988293393,0.3292854144377019,0.6390350877192983,0.10855949895615868,0.26849894291754756,0.16296296296296298,0.5364635364635365,0.6086647727272727,0.26711474647559863
147,Frozen 2,2019,2010,Disney,Animation,0.3455386963249137,0.6415173771588325,0.2819597302895589,0.3547470076773369,0.38614978425089097,0.7349280095136851,0.38142022356021865,0.28057687037243784,2,5,13,5,0,0,6,4,0.4326595503066091,0.4778534923339012,0.5890194574841388,0.5890194574841391,0.3773866718711656,0.30372807017543857,0.1148225469728601,0.40803382663847776,0.1392592592592593,0.4935064935064935,0.36860795454545453,0.24518697874630083
148,Toy Story 3,2010,2010,Disney,Animation,0.2509411830689755,0.6526924725366294,0.10415688138568813,0.1417561573509114,0.4103881220265885,0.7332730453564527,0.2759229259713393,0.12125935547720665,1,5,10,4,0,0,6,1,0.4718373836020895,0.5787904599659285,0.7006605018217051,0.7006605018217051,0.6700012740493221,0.39320175438596494,0.11273486430062629,0.3255813953488371,0.19259259259259254,0.4025974025974026,0.4481534090909091,0.05101619334226875
149,Monsters University,2013,2010,Disney,Animation,0.3022366910582248,0.5840810820220166,0.0896555964044573,0.10658396872625586,0.4610607930254744,0.7859641002571436,0.35249267356431857,0.15214261534702184,2,5,8,4,0,2,6,2,0.4657619804678628,0.5983816013628621,0.7334903006291702,0.7334903006291704,0.6813973764310229,0.3445175438596491,0.14613778705636749,0.37949260042283295,0.19851851851851843,0.4745254745254745,0.3991477272727273,0.023814301959997324
150,Incredibles 2,2018,2010,Disney,Animation,0.3652583369445725,0.4840209690298361,0.11161056497524212,0.1304357258575115,0.4889042745635624,0.8124210766129604,0.4250242422527363,0.17503282900877312,2,6,10,4,0,3,7,2,0.6359300476947536,0.7891822827938672,0.8428149644662696,0.8428149644662699,0.6167260242857451,0.4793859649122807,0.1607515657620041,0.34989429175475684,0.23555555555555552,0.6233766233766234,0.5447443181818182,0.059586576282534096
151,Frozen,2013,2010,Disney,Animation,0.25169201295442745,0.7028432984477742,0.2143509520005702,0.22693468156895946,0.33078879394454463,0.6978818563627598,0.29460856223569204,0.1697371875304881,1,5,12,5,0,-1,6,2,0.4866000454235749,0.5055366269165247,0.5873259394637587,0.5873259394637587,0.4084423658489329,0.42653508771929827,0.09603340292275575,0.2906976744186046,0.18518518518518512,0.4805194805194805,0.4538352272727273,0.2749034749034749
152,Cars 2,2011,2010,Disney,Animation,0.3621699298996493,0.4853027121981262,0.1361708956436557,0.15645213139816685,0.4949642095641092,0.8155618238841369,0.414055449509248,0.16977221577058205,2,6,10,4,0,3,7,2,0.6311605723370429,0.7610732538330495,0.8122502253289017,0.8122502253289019,0.7771110583713166,0.4394736842105263,0.16701461377870552,0.42177589852008446,0.1955555555555556,0.6193806193806194,0.5838068181818182,0.03238277163778596
153,Mars Needs Moms,2011,2010,Disney,Animation,0.233994016743246,0.6972168245990167,0.13614440419576498,0.1268218898662442,0.3952686675928137,0.7307333751291251,0.2720337040542675,0.13286664845482915,1,5,10,4,0,0,6,2,0.3471496706790824,0.42674616695059625,0.5866709935809987,0.5866709935809986,0.3620634717547083,0.29539473684210527,0.09394572025052195,0.3266384778012685,0.16296296296296298,0.2987012987012987,0.3025568181818182,0.19661773315217992
154,Big Hero 6,2014,2010,Disney,Animation,0.33507409060723226,0.5067294235801079,0.1649518872864696,0.1578982280011526,0.4538588241729327,0.7722236917956394,0.4159183738539186,0.14366902774239518,2,6,10,4,0,2,7,2,0.3604360663184192,0.5353492333901193,0.7468509725120027,0.7468509725120032,0.5817034879433015,0.29539473684210527,0.1565762004175365,0.3446088794926004,0.21333333333333337,0.37962037962037964,0.2975852272727273,0.08651180258695916
155,Coco,2017,2010,Disney,Animation,0.34090886089873995,0.5447009931476314,0.19322668466310175,0.20708578690455506,0.4068063265603885,0.7553947564940451,0.4251292866564872,0.1891572976228527,2,5,12,5,0,1,7,2,0.5203838292073587,0.5140545144804088,0.5756297426828713,0.5756297426828716,0.5210166963527758,0.40328947368421053,0.12317327766179531,0.3752642706131078,0.16000000000000003,0.36063936063936064,0.38778409090909094,0.17576341060011355
156,Brave,2012,2010,Disney,Animation,0.23626614075939326,0.7204640874377328,0.17729148353877766,0.19754076880120172,0.3735580719790152,0.7265224157379979,0.3032245624675006,0.16042154405978834,1,5,12,5,0,0,6,2,0.32046332046332043,0.4684838160136287,0.6849918037636058,0.6849918037636059,0.4777374065543639,0.25899122807017544,0.10647181628392477,0.3456659619450317,0.2029629629629629,0.27172827172827174,0.2471590909090909,0.137824235385211
157,Planes,2013,2010,Disney,Animation,0.2778497116311347,0.6433383051464463,0.13249368491584113,0.14805069147549565,0.4575966672849656,0.7884898481176769,0.3358271198279916,0.1633398921722029,1,5,10,4,0,2,6,2,0.35595048830342946,0.5417376490630323,0.7623781190617713,0.7623781190617713,0.7524270952180921,0.2418859649122807,0.12734864300626303,0.41649048625792806,0.1718518518518518,0.3356643356643357,0.28053977272727276,0.05683950025944996
158,Cars 3,2017,2010,Disney,Animation,0.27473888386317336,0.6478438040005527,0.1340385676607423,0.15854907077554234,0.4270915296275206,0.7656111932630016,0.28906011198477505,0.1581435856207213,1,5,10,4,0,1,6,2,0.6546672723143312,0.6720613287904599,0.6892853481381027,0.6892853481381032,0.5879283219400012,0.5078947368421053,0.12734864300626303,0.38054968287526425,0.15703703703703709,0.5614385614385614,0.546875,0.10333953476098115
159,Planes Fire and Rescue,2014,2010,Disney,Animation,0.32449270220273924,0.5490263563154287,0.13494373107015278,0.1845015496618605,0.4721212112474787,0.7966013561837098,0.3678064391059529,0.1593249492543439,2,5,10,4,0,2,6,2,0.44435612082670906,0.6503407155025553,0.828260603540477,0.8282606035404774,0.7124187015581319,0.3333333333333333,0.14613778705636749,0.3657505285412262,0.22370370370370363,0.4225774225774226,0.33522727272727276,0.05966676525682737
160,The Adventures of Ichabod and Mr Toad,1949,1940,Disney,Animation,0.5165665963206166,0.32291224239745553,0.12587928739894727,0.24714409491981915,0.6192738489215993,0.9070147099367536,0.6335540095753971,0.3120562657933735,4,6,10,5,3,6,8,4,0.25340676811265045,0.5600511073253833,0.9535188186766111,0.953518818676612,0.8421502195805527,0.13114035087719297,0.20459290187891443,0.595137420718816,0.15407407407407403,0.3176823176823177,0.20099431818181818,0.02464008859357697
161,Dumbo,1941,1940,Disney,Animation,0.269169239754347,0.627924503762193,0.10948362196412033,0.09795998594296518,0.4248335482384025,0.7501315112399375,0.3163785652189789,0.13287115241399164,1,5,10,4,0,1,6,2,0.2329661594367477,0.3833049403747871,0.6510931319737299,0.6510931319737301,0.33581595024972544,0.19232456140350876,0.12943632567849683,0.33086680761099363,0.17481481481481487,0.24975024975024976,0.21164772727272727,0.11687267116429477
162,Bambi,1942,1940,Disney,Animation,0.2840956107886193,0.6021457887688859,0.035182246776505936,0.08759130460915954,0.4477697280058234,0.7682164005917703,0.2340616965418589,0.12818484076034625,1,5,8,4,0,1,5,2,0.10606404724051782,0.18867120954003408,0.44241797025188223,0.4424179702518825,0.2364082041733447,0.08991228070175439,0.14405010438413357,0.3086680761099365,0.2577777777777778,0.12187812187812187,0.09659090909090909,0.0791111111111111
163,Pinocchio,1940,1940,Disney,Animation,0.2634777663693605,0.6812321115197815,0.2909439827962388,0.3269936933223888,0.33257859839881665,0.6992597798159881,0.3309560830232173,0.17312063347735154,1,5,13,5,0,-1,6,2,0.3570860776743129,0.4667802385008518,0.6410776828773165,0.6410776828773166,0.39212506258124413,0.30372807017543857,0.14405010438413357,0.3202959830866807,0.2148148148148148,0.4485514485514486,0.30965909090909094,0.0459725585149314
164,Winnie the Pooh,1977,1970,Disney,Animation,0.34347500210451953,0.5758815170168354,0.13356187617526205,0.15689815837091325,0.4806162775438991,0.8126059580948433,0.37057312390657415,0.2161814070230373,2,5,10,4,0,3,6,3,0.42976379741085613,0.5149063032367973,0.645604076234502,0.6456040762345019,0.3696044421337879,0.30723684210526314,0.13569937369519824,0.41120507399577166,0.1777777777777778,0.4355644355644356,0.4240056818181818,0.05305909531261644
165,The Rescuers,1977,1970,Disney,Animation,0.2902720184702488,0.6055401742840072,0.10816371843995463,0.13783300841793522,0.4574600291382309,0.7829877229088167,0.3401643014036315,0.15030430330839434,1,5,10,4,0,2,6,2,0.23171701112877585,0.3862862010221465,0.6589200876578186,0.658920087657819,0.7532537446097418,0.18903508771929825,0.13987473903966596,0.313953488372093,0.24296296296296305,0.26873126873126874,0.23224431818181818,0.2314925970388155
