,Title,Year,Decade,House,Category,Flesch_Kincaid_score,flesch_score,dale_chall_score,spache_score,ari_score,coleman_liau_score,smog_score,linsear_write_score,Flesch_Kincaid_gl,flesch_gl,dale_chall_gl,spache_gl,ari_gl,coleman_liau_gl,smog_gl,linsear_write_gl,num_words,num_terms,rttr,cttr,mltd,Movie_len,Avg_WordLen_Movie,Avg_PhrLen_Movie,Avg_WordLen_Phrase,Num_Adjectives,Num_Adverbs,Short_Phrases%
323,The Strongest Man in the World,1975,1970,Disney,Live Action,0.3301717647347258,0.5586316092395491,0.1112559942746938,0.1329026237346448,0.4765302222842949,0.8056336209418521,0.3903618050249135,0.1799623227646615,2,5,10,4,0,3,7,2,0.5310583692936635,0.5600511073253833,0.6294648628399097,0.6294648628399098,0.4838553351724297,0.3581140350877193,0.13778705636743216,0.42389006342494717,0.1896296296296296,0.4675324675324675,0.5284090909090909,0.0852702466167353
324,Herbie Rides Again,1974,1970,Disney,Live Action,0.3685253525945572,0.5067992839977244,0.08216391066333839,0.11389323691827545,0.5055022454185799,0.8299545342165707,0.4368672423222691,0.20264808032280987,2,6,8,4,0,3,7,3,0.46093572564160795,0.6030664395229983,0.7444949014651709,0.7444949014651709,0.7858787186342232,0.2949561403508772,0.16283924843423803,0.42811839323467227,0.21925925925925926,0.45354645354645357,0.41122159090909094,0.05119185885736408
325,Napoleon and Samantha,1972,1970,Disney,Live Action,0.25301032994553685,0.6771569354992226,0.07540195721157605,0.09575924936211133,0.3989835617068627,0.7409178129028777,0.29291152880200644,0.14841838637433094,1,5,8,4,0,1,6,2,0.4284578696343401,0.4510221465076661,0.5530888695909671,0.5530888695909673,0.5131949603931425,0.3285087719298246,0.09185803757828803,0.36257928118393234,0.15703703703703709,0.3866133866133866,0.4950284090909091,0.05337651433369318
326,The Cat From Outer Space,1978,1970,Disney,Live Action,0.30342397606303256,0.5707067924451463,0.21054725787645245,0.2013871123138357,0.4116197974459255,0.7441056506643206,0.3713017101436624,0.14379084208719195,2,5,12,5,0,1,6,2,0.4869407222348399,0.6396933560477002,0.7719833398895971,0.7719833398895974,0.6207421007555503,0.41271929824561404,0.1607515657620041,0.3361522198731501,0.21037037037037032,0.4025974025974026,0.3828125,0.08883093467271964
327,Shaggy DA,1976,1970,Disney,Live Action,0.31572872845073185,0.5839937484444833,0.14467600637024902,0.17248163707318687,0.4460861507819955,0.7828766739849138,0.3730863422551899,0.17689098670262854,2,5,10,4,0,2,6,2,0.482114467408585,0.641396933560477,0.7787172693104901,0.7787172693104902,0.7142937947514525,0.3333333333333333,0.13152400835073064,0.41014799154334036,0.1837037037037037,0.3986013986013986,0.41548295454545453,0.05615695553583752
328,No Deposit No Return,1976,1970,Disney,Live Action,0.3074754503498877,0.5825524966642077,0.10848875430905236,0.1368873405656985,0.4568094518721468,0.786012709731626,0.37369202939957225,0.16167737720835934,2,5,10,4,0,2,6,2,0.6018055870997048,0.6528960817717206,0.6999230387617866,0.6999230387617867,0.6160851141333803,0.43969298245614036,0.13987473903966596,0.3720930232558139,0.21925925925925926,0.5714285714285714,0.5923295454545455,0.05124824790695913
329,Hot Lead And Cold Feet,1978,1970,Disney,Live Action,0.2822050143373465,0.6393895344579268,0.10520249670594084,0.11562283261694895,0.4389756562885752,0.7759511051856884,0.3136768332252529,0.1651349854558351,1,5,10,4,0,2,6,2,0.4626391096979332,0.5787904599659285,0.7086350193590666,0.7086350193590669,0.567136699140292,0.35986842105263156,0.10647181628392477,0.35835095137420714,0.17925925925925923,0.43356643356643354,0.42116477272727276,0.21871933830339374
330,One Little Indian,1973,1970,Disney,Live Action,0.2583078344909416,0.6783109695721512,0.09762945894102172,0.11708793444462552,0.4121504304627714,0.7545877185735177,0.2923330968453932,0.15838344780439864,1,5,10,4,0,1,6,2,0.3415285032932092,0.4271720613287905,0.5930036387604133,0.5930036387604134,0.43663102184797103,0.25219298245614036,0.10229645093945716,0.37949260042283295,0.14370370370370378,0.2977022977022977,0.3494318181818182,0.12304147465437784
331,Gus,1976,1970,Disney,Live Action,0.3485389537010751,0.5551327328335733,0.12825986104542642,0.19081707853297247,0.4786997580465431,0.8109841424213386,0.38677138668543387,0.2074720281407142,2,5,10,5,0,3,6,3,0.499034749034749,0.6409710391822828,0.7630324364996554,0.7630324364996557,0.6976317501233391,0.3335526315789474,0.13987473903966596,0.40169133192389006,0.20592592592592596,0.44755244755244755,0.4225852272727273,0.19993497088469153
332,Return from Witch Mountain,1978,1970,Disney,Live Action,0.3175798434280559,0.5551307495594107,0.1080345948628072,0.13024881854931414,0.4619972118937351,0.7864517126741206,0.3737345846209597,0.15378274270096115,2,5,10,4,0,2,6,2,0.29076765841471724,0.4331345826235094,0.6612969176694351,0.6612969176694352,0.6782631514553965,0.2195175438596491,0.13152400835073064,0.46723044397463,0.03851851851851851,0.23276723276723277,0.2294034090909091,0.0569740881381578
333,Escape to Witch Mountain,1975,1970,Disney,Live Action,0.3225467529424628,0.5884586163452052,0.06389794322546273,0.09528670437458242,0.4861298072387686,0.8152766411207686,0.3747234947667445,0.1926562507032888,2,5,8,4,0,3,6,2,0.33221667045196457,0.465076660988075,0.6654249695884039,0.6654249695884039,0.8581583831460887,0.2043859649122807,0.13361169102296455,0.459830866807611,0.16888888888888898,0.26673326673326675,0.3288352272727273,0.038704066101326366
334,The North Avenue Irregulars,1979,1970,Disney,Live Action,0.30384518844470065,0.6090519221982365,0.13758851283739734,0.17847757977536793,0.4307402792749912,0.7722020371898212,0.3610637421141676,0.1784440212272202,2,5,10,4,0,2,6,2,0.5851692028162617,0.6827086882453152,0.7489583764736955,0.7489583764736958,0.4671170232086914,0.5517543859649123,0.12943632567849683,0.2832980972515856,0.15407407407407403,0.15884115884115885,0.30326704545454547,0.31441484242712175
335,The Island At The Top Of The World,1974,1970,Disney,Live Action,0.3501199076044965,0.5239037703412994,0.07448681581467688,0.10892678573566973,0.4870554564614408,0.813863902915935,0.4186259527319386,0.18506697182162568,2,5,8,4,0,3,7,2,0.3640699523052464,0.530664395229983,0.7352075323747831,0.7352075323747835,0.7702642242346286,0.39035087719298245,0.1503131524008351,0.2346723044397463,0.197037037037037,0.05094905094905095,0.03125,0.11785077667430607
336,Treasure Of Matecumbe,1976,1970,Disney,Live Action,0.2909013625873935,0.6437861395437294,0.0930422909854074,0.10439127472317378,0.4723962760286212,0.8047188139433957,0.3283064927007491,0.1851430597219379,1,5,10,4,0,3,6,2,0.4883602089484443,0.6465076660988075,0.7800872462445456,0.7800872462445458,0.7430287096305944,0.3092105263157895,0.12734864300626303,0.4513742071881607,0.1718518518518518,0.4075924075924076,0.4794034090909091,0.0791111111111111
337,The Black Hole,1979,1970,Disney,Live Action,0.4192754644393571,0.4110007312803268,0.1596057972852245,0.18540149067138198,0.5361449602267592,0.8523791925912658,0.4764755935957626,0.20585902806262965,3,6,10,4,2,4,7,3,0.3236997501703384,0.5668654173764907,0.8460505455032266,0.8460505455032268,0.9508910859390591,0.19824561403508772,0.1899791231732777,0.4799154334038054,0.20740740740740737,0.32867132867132864,0.2606534090909091,0.03979432148446233
338,Freaky Friday,1976,1970,Disney,Live Action,0.2876941711571141,0.6139720937502444,0.10581481490540967,0.11100047005504833,0.42911480443158057,0.7636113853601778,0.3486757069155081,0.1544230771815058,1,5,10,4,0,1,6,2,0.5877810583692937,0.6793015332197615,0.7427619641110976,0.7427619641110976,0.6077247929160345,0.4421052631578947,0.12317327766179531,0.35835095137420714,0.20000000000000007,0.5134865134865135,0.5291193181818182,0.05366375736746106
339,Apple Dumpling Gang,1975,1970,Disney,Live Action,0.2969913926713353,0.6298099147129244,0.11089582112920826,0.1587409033512346,0.4503659681393673,0.7880922682738681,0.3482283109302309,0.1845409662744687,1,5,10,4,0,2,6,2,0.5254939813763344,0.6294718909710392,0.7255862149691931,0.7255862149691934,0.6206657381602914,0.3706140350877193,0.1189979123173277,0.3699788583509513,0.21037037037037032,0.6033966033966034,0.5362215909090909,0.20952380952380953
340,The Littlest Horse Thieves,1976,1970,Disney,Live Action,0.2507221865729234,0.7143660676220867,0.049050104563523655,0.10319987198616598,0.42982455523154384,0.7727430138877909,0.2760347839113926,0.1771034686644036,1,5,8,4,0,2,6,2,0.4584374290256643,0.4420783645655877,0.5183570466430415,0.5183570466430416,0.5346765778876921,0.4368421052631579,0.10229645093945716,0.2716701902748414,0.1585185185185185,0.11688311688311688,0.31392045454545453,0.20355884909199032
341,Charley and the Angel,1973,1970,Disney,Live Action,0.2617493794411651,0.694139260067514,0.07591493662720672,0.09612773804213047,0.4156374400847348,0.7623231300978436,0.2814573496701647,0.1777510668374435,1,5,8,4,0,1,6,2,0.6421757892346128,0.5557921635434413,0.5569642894777623,0.5569642894777624,0.5872828703287559,0.4739035087719298,0.10020876826722336,0.35835095137420714,0.17333333333333334,0.4645354645354645,0.6228693181818182,0.25605550972054747
342,RocketMan,1997,1990,Disney,Live Action,0.34212422219706784,0.5206044394518239,0.1616369677424303,0.2063811456031256,0.4888324819579726,0.8104255323308706,0.3799974190182111,0.1644639508424082,2,6,10,5,0,3,6,2,0.4393027481262775,0.6341567291311755,0.8101382745503137,0.8101382745503141,0.5830361780860747,0.32346491228070173,0.1565762004175365,0.37420718816067644,0.2281481481481481,0.43756243756243757,0.35795454545454547,0.05416096150920432
343,My Favorite Martian,1999,1990,Disney,Live Action,0.2959179020208381,0.5836328062250669,0.16827780581106933,0.17855056554642135,0.4274009626689445,0.7551842076278441,0.34074537114580306,0.13994303914960038,1,5,10,4,0,1,6,2,0.5327617533499887,0.7137989778534923,0.8311483950020164,0.8311483950020169,0.5936726496114816,0.47017543859649125,0.13778705636743216,0.3086680761099365,0.1896296296296296,0.5364635364635365,0.4396306818181818,0.34906424521464813
344,Blank Check,1994,1990,Disney,Live Action,0.24704866719884944,0.6881293767945373,0.12377599496860806,0.14505933879331526,0.3844618256420607,0.7301747647810458,0.29319764181727537,0.1483573063356076,1,5,10,4,0,0,6,2,0.5440040881217352,0.5604770017035775,0.6211527073986391,0.6211527073986394,0.4543345580433921,0.4355263157894737,0.09812108559498955,0.34143763213530653,0.1955555555555556,0.42657342657342656,0.48366477272727276,0.0789369055265009
345,Squanto A Warriors Tale,1994,1990,Disney,Live Action,0.38743408665432016,0.4854736970006783,0.2490116825040624,0.2738311943484164,0.4646548750184202,0.8007257320813828,0.4321035444679908,0.2146588147430646,3,6,12,5,0,2,7,3,0.28247785600726777,0.4412265758091993,0.6867253802781196,0.6867253802781199,0.43106673905400106,0.2,0.21294363256784954,0.39323467230443976,0.2222222222222222,0.2627372627372627,0.18323863636363638,0.13534835091721323
346,George of the Jungle,1997,1990,Disney,Live Action,0.4458974257400533,0.513647646507704,0.2820095256883839,0.3731782652860644,0.531666920507,0.8274196915536011,0.5215944822412981,0.3501768150913011,3,6,13,6,2,3,7,5,0.24097206450147626,0.4250425894378194,0.7192393302916752,0.7192393302916755,0.4882269366619889,0.15548245614035086,0.2379958246346554,0.42283298097251576,0.19851851851851843,0.3066933066933067,0.21022727272727273,0.2616763017263643
347,Muppet Treasure Island,1996,1990,Disney,Live Action,0.3564450760627663,0.5179888292158119,0.13238025784235474,0.20104399946566,0.4882411137992426,0.8157818558493957,0.3802773360073719,0.18633249250858924,2,6,10,5,0,3,6,2,0.53645241880536,0.7393526405451448,0.8615267210945557,0.8615267210945556,0.5173452355891982,0.4451754385964912,0.1524008350730689,0.34989429175475684,0.18222222222222229,0.5034965034965035,0.41335227272727276,0.18125187181790958
348,D2 The Mighty Ducks,1994,1990,Disney,Live Action,0.2738134280331718,0.6366218146067841,0.12535121650628656,0.12925082899925122,0.4398270779641478,0.7702194456321396,0.3253648934287505,0.14944602140708546,1,5,10,4,0,2,6,2,0.6027140585964116,0.6656729131175468,0.7151887945773748,0.7151887945773749,0.5461907968679257,0.48793859649122806,0.13987473903966596,0.33720930232558133,0.20148148148148148,0.6193806193806194,0.4353693181818182,0.10251979841612671
349,Homeward Bound 2 Lost In San Francisco,1996,1990,Disney,Live Action,0.25475705367113066,0.6535673181921164,0.1987428666638268,0.19370366718672605,0.3857653739584991,0.7206334401489423,0.26152129475938,0.12740479560169138,1,5,12,5,0,0,6,2,0.6384283443106973,0.6362862010221465,0.6562013741671334,0.6562013741671338,0.5772012928130175,0.5721491228070176,0.09603340292275575,0.29492600422832976,0.1525925925925926,0.5464535464535465,0.5625,0.24705211218734746
350,First Kid,1996,1990,Disney,Live Action,0.2291058615430117,0.754158999251823,0.1949824363002396,0.2261493800637483,0.3501933752487404,0.7139886510294059,0.2854800472814947,0.17755466784988302,1,9,12,5,0,0,6,2,0.6956052691346809,0.6252129471890971,0.6109834944855665,0.6109834944855665,0.3011536985533777,0.6041666666666666,0.07515657620041749,0.3171247357293868,0.12148148148148152,0.6053946053946054,0.6044034090909091,0.3674505537422937
351,Man of the House,1995,1990,Disney,Live Action,0.3371256554471329,0.6064556455307208,0.153927333408741,0.21822353329636054,0.4480540779498509,0.7878410269192191,0.3895071676182916,0.23522068883577954,2,5,10,5,0,2,6,3,0.6430274812627754,0.6584327086882453,0.6801081674035012,0.6801081674035014,0.4989985593232282,0.41228070175438597,0.1148225469728601,0.4545454545454545,0.14666666666666672,0.6463536463536463,0.6285511363636364,0.07744742567077595
352,A Far Off Place,1993,1990,Disney,Live Action,0.25649196937335217,0.6685423500019443,0.08227590577807686,0.0854869702111809,0.4209675926515559,0.756218295627445,0.282505408151161,0.14561408647059165,1,5,8,4,0,1,6,2,0.21218487394957986,0.32410562180579217,0.564919080865568,0.5649190808655682,0.5298159943084941,0.15350877192982457,0.11273486430062629,0.3847780126849894,0.16740740740740734,0.14285714285714285,0.19389204545454547,0.09298774362065503
353,Newsies,1992,1990,Disney,Live Action,0.312852438096833,0.6271812026898096,0.13230976208249146,0.18958884012664745,0.4738316587211932,0.8075713814629653,0.3426658988815705,0.20845377719453428,2,5,10,5,0,3,6,3,0.6252555076084488,0.6746166950596252,0.7110589180717941,0.7110589180717941,0.5190356996944382,0.4535087719298246,0.1169102296450939,0.39640591966173355,0.1703703703703704,0.5624375624375625,0.5220170454545454,0.031422392868176004
354,The Three Musketeers,1993,1990,Disney,Live Action,0.3755833929083635,0.4877121018083062,0.0986705492832508,0.1159981506978992,0.5100477888335442,0.8326215901436694,0.4952656437052538,0.204199881521208,2,6,10,4,0,3,7,3,0.35197592550533724,0.5340715502555367,0.7548497491400598,0.7548497491400599,0.6517881205006371,0.2307017543859649,0.17118997912317335,0.41966173361522197,0.22370370370370363,0.2887112887112887,0.2684659090909091,0.04948155561115281
355,Air Bud,1997,1990,Disney,Live Action,0.2414575845659176,0.6920362819845929,0.11240856850296277,0.11642612886289627,0.40170580694355057,0.740019889005258,0.28770055044138165,0.14201197986924655,1,5,10,4,0,1,6,2,0.3008744038155803,0.4199318568994889,0.6256063898448707,0.6256063898448709,0.4149339062868896,0.34035087719298246,0.10020876826722336,0.21987315010570824,0.14814814814814814,0.05094905094905095,0.0234375,0.2615470873692554
356,The Big Green,1995,1990,Disney,Live Action,0.23032854699468425,0.709254342460957,0.07905428653201396,0.08853435932266085,0.4013771436246229,0.738078032127537,0.2743760824653544,0.13781901388467688,1,5,8,4,0,1,6,2,0.4694526459232342,0.5144804088586031,0.6124894426733505,0.6124894426733509,0.491004159897469,0.35657894736842105,0.10229645093945716,0.36892177589852004,0.1585185185185185,0.44955044955044954,0.4240056818181818,0.0493950493950494
357,Heavyweights,1995,1990,Disney,Live Action,0.2647235539645618,0.6525874673898016,0.12283363796815895,0.1624505200547348,0.4232046320714513,0.7575734730641206,0.30117794741000525,0.14652658165890572,1,5,10,4,0,1,6,2,0.5126618214853509,0.6541737649063033,0.7691544022237911,0.7691544022237915,0.6514840502551842,0.4392543859649123,0.11064718162839238,0.3361522198731501,0.1511111111111112,0.5044955044955045,0.3934659090909091,0.18628990057561487
358,The Muppet Christmas Carol,1992,1990,Disney,Live Action,0.3865498078421121,0.4991224092032138,0.14831726089292174,0.20612799707984608,0.5103575800243924,0.8344930280660694,0.4038077290763144,0.22250394859078354,3,6,10,5,0,3,7,3,0.4347603906427436,0.6320272572402045,0.8117789678243388,0.8117789678243392,0.55319920753859,0.32478070175438595,0.1565762004175365,0.41649048625792806,0.1140740740740741,0.4305694305694306,0.26420454545454547,0.5107655623250785
359,The Parent Trap,1998,1990,Disney,Live Action,0.2978938671386183,0.6211041587217996,0.10693420977538648,0.10672121989442264,0.4253221887662248,0.7684084620626365,0.34780019738625706,0.1780932703315394,1,5,10,4,0,1,6,2,0.7301839654780832,0.7346678023850085,0.7173928603433527,0.717392860343353,0.5900088936189019,0.5364035087719299,0.10647181628392477,0.39957716701902746,0.15555555555555545,0.6153846153846154,0.7294034090909091,0.17380201291873215
360,The Adventures of Huck Finn,1993,1990,Disney,Live Action,0.27621884787677736,0.673585687964779,0.13502490849573068,0.16009168180930464,0.4365997415795573,0.7786613061487146,0.3102246929928045,0.18587584282672331,1,5,10,4,0,2,6,2,0.5591074267544857,0.6068994889267462,0.6710146477305065,0.6710146477305071,0.6171404476282121,0.37412280701754386,0.09812108559498955,0.41649048625792806,0.17481481481481487,0.5314685314685315,0.5426136363636364,0.03775585958214021
361,Air Bud 2 Golden Receiver,1998,1990,Disney,Live Action,0.28084079523098265,0.6926001177447882,0.27751172043618444,0.3424858762551525,0.37770706210780575,0.7367418907289879,0.3305539158962203,0.21281423978786132,1,5,13,5,0,1,6,3,0.3218828071769248,0.4373935264054515,0.6310001027969799,0.63100010279698,0.4745270149057016,0.2855263157894737,0.17745302713987465,0.29386892177589846,0.17629629629629628,0.38161838161838163,0.25,0.46683999270206167
362,Tall Tale,1995,1990,Disney,Live Action,0.2982177182985206,0.6186651497257962,0.07219751016915121,0.11143189240431096,0.4502938404385086,0.7864455350354101,0.2912082587315345,0.17144171998773713,1,5,8,4,0,2,6,2,0.2978083125141949,0.4680579216354344,0.7132606710110387,0.7132606710110387,0.6259830340645632,0.1949561403508772,0.1189979123173277,0.43023255813953487,0.15555555555555545,0.22277722277722278,0.27201704545454547,0.0634920634920635
363,Mighty Joe Young,1998,1990,Disney,Live Action,0.27181107583378705,0.6380440574407502,0.1046164364567128,0.1080409353006372,0.4120860274198178,0.7487597376691689,0.3265632984271084,0.14746224334336874,1,5,10,4,0,1,6,2,0.4113104701339995,0.4991482112436117,0.6386816486855501,0.6386816486855502,0.4977807543513289,0.3078947368421053,0.10438413361169097,0.3668076109936575,0.1703703703703704,0.3546453546453546,0.36576704545454547,0.09455812668664074
364,Angels In The Outfield,1994,1990,Disney,Live Action,0.27072749762838977,0.6569734303621155,0.12724286701319887,0.16923034617777166,0.4396055590333919,0.7753529034843778,0.3067547358095037,0.16115090711643287,1,5,10,4,0,2,6,2,0.5743811037928686,0.6622657580919932,0.7309761746625286,0.7309761746625287,0.6072600662997955,0.4410087719298246,0.1189979123173277,0.4778012684989429,0.0,0.5134865134865135,0.48366477272727276,0.1586848288418969
365,Honey I Blew Up the Kids,1992,1990,Disney,Live Action,0.3271542493521413,0.5471440438281734,0.1280006960807557,0.14263326207295346,0.4593586217008885,0.7882790392965783,0.3617399078478726,0.1615180017566051,2,5,10,4,0,2,6,2,0.463888258005905,0.5877342419080068,0.7201578180087959,0.7201578180087962,0.6592610577534926,0.325,0.13778705636743216,0.39852008456659616,0.197037037037037,0.3826173826173826,0.3913352272727273,0.043135829395371375
366,A Kid In King Arthurs Court,1995,1990,Disney,Live Action,0.2741459674416851,0.6318876078502611,0.10655427585279896,0.10592026557775436,0.4165233008581849,0.7511904080139323,0.3320479066935841,0.14629517693988014,1,5,10,4,0,1,6,2,0.33159209629797864,0.4910562180579217,0.7092072030354922,0.7092072030354926,0.8347514245232561,0.3118421052631579,0.13361169102296455,0.29175475687103586,0.1644444444444445,0.1008991008991009,0.20241477272727273,0.1868648694045519
367,Hocus Pocus,1993,1990,Disney,Live Action,0.2296508712508229,0.6783231142698991,0.14394357797960255,0.14859246959823225,0.3945368117010593,0.7095981877420026,0.25919783024874954,0.10732408425622364,1,5,10,4,0,0,6,1,0.433568021803316,0.5604770017035775,0.7087310903936651,0.7087310903936654,0.4597729832348436,0.4328947368421053,0.12108559498956162,0.2547568710359408,0.21333333333333337,0.42157842157842157,0.3778409090909091,0.1697428325335302
368,Mr Magoo,1997,1990,Disney,Live Action,0.2936678872521095,0.6059326128312414,0.1537267551642636,0.16697260066381292,0.4147936217227228,0.7542279781520773,0.34809634563681996,0.15714637334509446,1,5,10,4,0,1,6,2,0.3460140813081989,0.5319420783645656,0.7586718773997672,0.7586718773997674,0.6120091142880719,0.25899122807017544,0.12317327766179531,0.37420718816067644,0.1718518518518518,0.30569430569430567,0.296875,0.07113508923107664
369,The Jungle Book,1994,1990,Disney,Live Action,0.2847845762782314,0.6002634526628894,0.0969842532556916,0.0919564808577228,0.43049563342194,0.7551186273102096,0.31573092185582463,0.13401955952164776,1,5,10,4,0,1,6,2,0.25584828526004993,0.3901192504258944,0.6301453478210676,0.6301453478210677,0.4150780609438081,0.1986842105263158,0.14405010438413357,0.3520084566596194,0.2281481481481481,0.2057942057942058,0.21235795454545456,0.11914323962516733
370,Flubber,1997,1990,Disney,Live Action,0.3198415281986149,0.53135884846915,0.18390149590856053,0.18460877249683535,0.43188676407208093,0.7537216878052493,0.3558493449733199,0.13419406778788953,2,5,12,4,0,1,6,2,0.3385191914603679,0.5434412265758092,0.7869226506107787,0.7869226506107789,0.5508915081260825,0.37763157894736843,0.1544885177453027,0.2716701902748414,0.0888888888888889,0.07092907092907093,0.041193181818181816,0.23700900522092574
371,The Mighty Ducks,1992,1990,Disney,Live Action,0.2663341909763453,0.6448993315168408,0.11708682516506595,0.11964627353773814,0.43300900455596425,0.7626317065270566,0.31321448349250003,0.14327052729836492,1,5,10,4,0,1,6,2,0.5811946400181695,0.6439522998296423,0.7028673112309708,0.7028673112309711,0.5609197177935004,0.45921052631578946,0.14196242171189977,0.36152219873150104,0.16740740740740734,0.4875124875124875,0.41548295454545453,0.1293679865108436
372,Jungle 2 Jungle,1997,1990,Disney,Live Action,0.27746604138105185,0.6525312938085626,0.20615545500770605,0.22187909735706468,0.36452114053484425,0.7221762511281429,0.31520603587422746,0.16922837137429111,1,5,12,5,0,0,6,2,0.5788099023393142,0.6239352640545145,0.6791720995573908,0.6791720995573909,0.33345640639493224,0.44583333333333336,0.11064718162839238,0.37949260042283295,0.1585185185185185,0.45054945054945056,0.5269886363636364,0.1570404264704783
373,I'll be Home for Christmas,1998,1990,Disney,Live Action,0.29542366379235674,0.6524084010065319,0.20098540170700352,0.1828563277976034,0.40946381171606616,0.7598852036858962,0.3477415937718774,0.20243826104019175,1,5,12,4,0,1,6,3,0.38859868271632975,0.5766609880749575,0.7791511556204503,0.7791511556204502,0.7257514373624391,0.24912280701754386,0.10438413361169097,0.4323467230443975,0.1777777777777778,0.3916083916083916,0.3046875,0.05991869287138457
374,Wild Hearts Cant Be Broken,1991,1990,Disney,Live Action,0.2644264780080613,0.6590381292038927,0.04843187027308615,0.06219910744241375,0.4244571422786485,0.7609116625875912,0.31811060287207593,0.153355332031081,1,5,8,4,0,1,6,2,0.2831024301612537,0.4067291311754685,0.6242271899317268,0.6242271899317271,0.5806953489158485,0.20460526315789473,0.10647181628392477,0.39217758985200846,0.14962962962962956,0.2937062937062937,0.2684659090909091,0.07733246442923862
375,White Fang 2,1994,1990,Disney,Live Action,0.28186057863234626,0.599231604292402,0.12151595397829508,0.08645789803197768,0.4236248507235628,0.7458622957218068,0.342678197052706,0.1305600839118904,1,5,10,4,0,1,6,2,0.19969339086986146,0.3556218057921636,0.6511410024451706,0.6511410024451707,0.5582264186808324,0.1739035087719298,0.1148225469728601,0.328752642706131,0.14666666666666672,0.15684315684315683,0.19176136363636365,0.09599309712559995
376,The Santa Clause,1994,1990,Disney,Live Action,0.274922636998929,0.6475486207976218,0.12412499188391425,0.13194208424174736,0.4337191785656486,0.7705112474476896,0.2781820451960876,0.157314198493019,1,5,10,4,0,2,6,2,0.528957528957529,0.5996592844974447,0.6833782285341622,0.6833782285341625,0.5045958636204955,0.4192982456140351,0.12526096033402923,0.35835095137420714,0.1777777777777778,0.47352647352647353,0.4772727272727273,0.053628910771767915
377,The Rocketeer,1991,1990,Disney,Live Action,0.2955304991968717,0.6084011340985889,0.12642720479605607,0.167416004204205,0.44318269131359994,0.7772029002880235,0.3286201585168187,0.16075364419987773,1,5,10,4,0,2,6,2,0.3928571428571429,0.6205281090289608,0.8414398347282568,0.841439834728257,0.8810993291153844,0.2916666666666667,0.12108559498956162,0.36892177589852004,0.19111111111111112,0.3206793206793207,0.26704545454545453,0.11540353230494076
378,The Straight Storys,1999,1990,Disney,Live Action,0.29079852672679457,0.6729240737532933,0.1579975082251136,0.1941070495947821,0.4428964474887969,0.7848030153421848,0.29593665444069417,0.2087295013940678,1,5,10,5,0,2,6,3,0.2598228480581421,0.4233390119250426,0.6864381478104902,0.6864381478104904,0.6054296026196794,0.17017543859649123,0.09603340292275575,0.41120507399577166,0.18518518518518512,0.24775224775224775,0.21803977272727273,0.05220132702811686
379,Homeward Bound The Incredible Journey,1993,1990,Disney,Live Action,0.22322272680187472,0.7079698087837683,0.07675140864296326,0.07394512348134198,0.3958478549901977,0.725318325461103,0.22077498403596216,0.12075870294479762,1,5,8,4,0,0,5,1,0.4670111287758346,0.5442930153321976,0.6562997729295473,0.6562997729295477,0.4412944551829747,0.40328947368421053,0.10020876826722336,0.3033826638477801,0.20592592592592596,0.46553446553446554,0.49928977272727276,0.19041036148345633
380,Tom and Huck,1995,1990,Disney,Live Action,0.2287539750241529,0.7237619388641834,0.15926269770568358,0.17827811986708253,0.3954252426768472,0.7389326311062094,0.260396161326542,0.14730703525281544,1,5,10,4,0,1,6,2,0.3456734044969339,0.4552810902896082,0.6345104842361348,0.6345104842361349,0.4664282530071763,0.2618421052631579,0.08768267223382042,0.3699788583509513,0.1392592592592593,0.33166833166833165,0.3302556818181818,0.05281115561489393
381,That Darn Cat,1997,1990,Disney,Live Action,0.2800453065753329,0.6422722659114881,0.15332963890844653,0.16961769570650942,0.4117684520034831,0.7555844426494559,0.3295826074771223,0.16551508173396146,1,5,10,4,0,1,6,2,0.4968203497615262,0.6895229982964225,0.8312347995889408,0.8312347995889413,0.531251101681809,0.39013157894736844,0.12108559498956162,0.35835095137420714,0.15555555555555545,0.4435564435564436,0.41122159090909094,0.20559334845049126
382,Inspector Gadget,1999,1990,Disney,Live Action,0.3326034803848785,0.5386380117706593,0.20592583259036198,0.23242842100603175,0.42495319889535577,0.763455481743871,0.3740113917359299,0.16419253978282852,2,5,12,5,0,1,6,2,0.380535998183057,0.588160136286201,0.8062258904911981,0.8062258904911983,0.5381486063203672,0.306359649122807,0.13778705636743216,0.33086680761099363,0.2148148148148148,0.36663336663336665,0.32457386363636365,0.11400390687546033
383,Home For Christmas,1998,1990,Disney,Live Action,0.35176995972166386,0.5567249820638192,0.1106925740306075,0.1687376434514567,0.4944842570343142,0.8228202959078863,0.382694933156277,0.2139717564371464,2,5,10,4,0,3,6,3,0.5198160345219169,0.6388415672913118,0.7426363303002858,0.7426363303002861,0.5163923778379615,0.36293859649122806,0.14405010438413357,0.42706131078224097,0.16000000000000003,0.4795204795204795,0.42116477272727276,0.0777186519306863
384,101 Dalmatians,1996,1990,Disney,Live Action,0.312156626556289,0.5927224381056888,0.16799549891468846,0.19384010889552705,0.4088430374013348,0.7558746075566063,0.3686231977997083,0.17836093104855946,2,5,10,5,0,1,6,2,0.31745400863047923,0.4893526405451448,0.7239930864347499,0.7239930864347501,0.4123218018713581,0.2368421052631579,0.13778705636743216,0.3657505285412262,0.20000000000000007,0.3676323676323676,0.27201704545454547,0.1255731922398589
